%auto-ignore
#2D Feldman-Cousin p-values (statistical only) for AFB and FH for the decay B+->K+mumu,
# obtained from the measurements described in LHCb-PAPER-2014-007

#The q2 range for these values is 5.00 < q2 < 6.00 GeV^{2}/c^{4}

# AFB     FH   p-value
-0.0625  0.255  0.07
-0.0625  0.265  0.08
-0.0625  0.275  0.04
-0.0625  0.285  0.06
-0.0625  0.295  0.05
-0.0625  0.305  0.04
-0.0625  0.315  0.02
-0.0625  0.325  0.02
-0.0625  0.335  0.01
-0.0625  0.345  0.02
-0.0625  0.355  0.01
-0.0625  0.375  0.03
-0.0625  0.395  0.02
-0.0575  0.125  0.29
-0.0575  0.135  0.31
-0.0575  0.145  0.24
-0.0575  0.155  0.19
-0.0575  0.165  0.24
-0.0575  0.175  0.21
-0.0575  0.185  0.17
-0.0575  0.195  0.15
-0.0575  0.205  0.17
-0.0575  0.215  0.16
-0.0575  0.225  0.16
-0.0575  0.235  0.11
-0.0575  0.245  0.06
-0.0575  0.255  0.09
-0.0575  0.265  0.08
-0.0575  0.275  0.07
-0.0575  0.285  0.06
-0.0575  0.295  0.06
-0.0575  0.305  0.07
-0.0575  0.315  0.05
-0.0575  0.325  0.03
-0.0575  0.335  0.01
-0.0575  0.345  0.02
-0.0575  0.355  0.02
-0.0575  0.365  0.01
-0.0575  0.375  0.02
-0.0575  0.385  0.01
-0.0575  0.395  0.01
-0.0525  0.115  0.4
-0.0525  0.125  0.31
-0.0525  0.135  0.3
-0.0525  0.145  0.36
-0.0525  0.155  0.2
-0.0525  0.165  0.21
-0.0525  0.175  0.21
-0.0525  0.185  0.19
-0.0525  0.195  0.19
-0.0525  0.205  0.23
-0.0525  0.215  0.16
-0.0525  0.225  0.09
-0.0525  0.235  0.13
-0.0525  0.245  0.08
-0.0525  0.255  0.08
-0.0525  0.265  0.09
-0.0525  0.275  0.05
-0.0525  0.285  0.06
-0.0525  0.295  0.05
-0.0525  0.305  0.02
-0.0525  0.315  0.03
-0.0525  0.325  0.03
-0.0525  0.335  0.04
-0.0525  0.345  0.04
-0.0525  0.355  0.03
-0.0525  0.365  0.02
-0.0525  0.375  0.01
-0.0525  0.385  0.01
-0.0525  0.395  0.02
-0.0475  0.105  0.39
-0.0475  0.115  0.34
-0.0475  0.125  0.43
-0.0475  0.135  0.32
-0.0475  0.145  0.35
-0.0475  0.155  0.3
-0.0475  0.165  0.29
-0.0475  0.175  0.28
-0.0475  0.185  0.28
-0.0475  0.195  0.19
-0.0475  0.205  0.19
-0.0475  0.215  0.19
-0.0475  0.225  0.11
-0.0475  0.235  0.11
-0.0475  0.245  0.13
-0.0475  0.255  0.11
-0.0475  0.265  0.1
-0.0475  0.275  0.08
-0.0475  0.285  0.07
-0.0475  0.295  0.07
-0.0475  0.305  0.04
-0.0475  0.315  0.02
-0.0475  0.325  0.03
-0.0475  0.335  0.02
-0.0475  0.345  0.03
-0.0475  0.355  0.03
-0.0475  0.365  0.02
-0.0475  0.375  0.01
-0.0425  0.095  0.55
-0.0425  0.105  0.49
-0.0425  0.115  0.42
-0.0425  0.125  0.45
-0.0425  0.135  0.38
-0.0425  0.145  0.35
-0.0425  0.155  0.37
-0.0425  0.165  0.32
-0.0425  0.175  0.29
-0.0425  0.185  0.28
-0.0425  0.195  0.28
-0.0425  0.205  0.26
-0.0425  0.215  0.19
-0.0425  0.225  0.16
-0.0425  0.235  0.13
-0.0425  0.245  0.16
-0.0425  0.255  0.12
-0.0425  0.265  0.08
-0.0425  0.275  0.14
-0.0425  0.285  0.07
-0.0425  0.295  0.07
-0.0425  0.305  0.04
-0.0425  0.315  0.03
-0.0425  0.325  0.06
-0.0425  0.335  0.04
-0.0425  0.345  0.01
-0.0425  0.355  0.03
-0.0425  0.365  0.03
-0.0425  0.375  0.02
-0.0425  0.385  0.01
-0.0375  0.085  0.55
-0.0375  0.095  0.5
-0.0375  0.105  0.52
-0.0375  0.115  0.5
-0.0375  0.125  0.49
-0.0375  0.135  0.43
-0.0375  0.145  0.38
-0.0375  0.155  0.42
-0.0375  0.165  0.4
-0.0375  0.175  0.39
-0.0375  0.185  0.29
-0.0375  0.195  0.27
-0.0375  0.205  0.21
-0.0375  0.215  0.23
-0.0375  0.225  0.13
-0.0375  0.235  0.18
-0.0375  0.245  0.13
-0.0375  0.255  0.13
-0.0375  0.265  0.1
-0.0375  0.275  0.09
-0.0375  0.285  0.07
-0.0375  0.295  0.07
-0.0375  0.305  0.04
-0.0375  0.315  0.03
-0.0375  0.325  0.05
-0.0375  0.335  0.03
-0.0375  0.345  0.03
-0.0375  0.365  0.01
-0.0375  0.375  0.01
-0.0375  0.385  0.01
-0.0375  0.395  0.01
-0.0325  0.065  0.63
-0.0325  0.075  0.6
-0.0325  0.085  0.67
-0.0325  0.095  0.55
-0.0325  0.105  0.59
-0.0325  0.115  0.53
-0.0325  0.125  0.42
-0.0325  0.135  0.55
-0.0325  0.145  0.49
-0.0325  0.155  0.44
-0.0325  0.165  0.37
-0.0325  0.175  0.38
-0.0325  0.185  0.41
-0.0325  0.195  0.33
-0.0325  0.205  0.21
-0.0325  0.215  0.24
-0.0325  0.225  0.2
-0.0325  0.235  0.15
-0.0325  0.245  0.19
-0.0325  0.255  0.13
-0.0325  0.265  0.1
-0.0325  0.275  0.1
-0.0325  0.285  0.1
-0.0325  0.295  0.1
-0.0325  0.305  0.08
-0.0325  0.315  0.07
-0.0325  0.325  0.04
-0.0325  0.335  0.03
-0.0325  0.345  0.02
-0.0325  0.355  0.01
-0.0325  0.365  0.05
-0.0325  0.375  0.01
-0.0325  0.385  0.02
-0.0325  0.395  0.01
-0.0275  0.065  0.71
-0.0275  0.075  0.68
-0.0275  0.085  0.7
-0.0275  0.095  0.7
-0.0275  0.105  0.64
-0.0275  0.115  0.66
-0.0275  0.125  0.6
-0.0275  0.135  0.54
-0.0275  0.145  0.52
-0.0275  0.155  0.44
-0.0275  0.165  0.36
-0.0275  0.175  0.36
-0.0275  0.185  0.39
-0.0275  0.195  0.3
-0.0275  0.205  0.24
-0.0275  0.215  0.23
-0.0275  0.225  0.19
-0.0275  0.235  0.17
-0.0275  0.245  0.15
-0.0275  0.255  0.16
-0.0275  0.265  0.11
-0.0275  0.275  0.1
-0.0275  0.285  0.06
-0.0275  0.295  0.06
-0.0275  0.305  0.07
-0.0275  0.315  0.04
-0.0275  0.325  0.06
-0.0275  0.335  0.04
-0.0275  0.345  0.02
-0.0275  0.355  0.02
-0.0275  0.365  0.02
-0.0275  0.375  0.02
-0.0275  0.395  0.02
-0.0225  0.055  0.77
-0.0225  0.065  0.78
-0.0225  0.075  0.83
-0.0225  0.085  0.79
-0.0225  0.095  0.76
-0.0225  0.105  0.65
-0.0225  0.115  0.62
-0.0225  0.125  0.62
-0.0225  0.135  0.54
-0.0225  0.145  0.53
-0.0225  0.155  0.48
-0.0225  0.165  0.51
-0.0225  0.175  0.41
-0.0225  0.185  0.36
-0.0225  0.195  0.31
-0.0225  0.205  0.3
-0.0225  0.215  0.29
-0.0225  0.225  0.19
-0.0225  0.235  0.18
-0.0225  0.245  0.19
-0.0225  0.255  0.14
-0.0225  0.265  0.13
-0.0225  0.275  0.06
-0.0225  0.285  0.07
-0.0225  0.295  0.08
-0.0225  0.305  0.04
-0.0225  0.315  0.05
-0.0225  0.325  0.06
-0.0225  0.335  0.03
-0.0225  0.345  0.04
-0.0225  0.355  0.03
-0.0225  0.365  0.02
-0.0225  0.385  0.01
-0.0225  0.395  0.02
-0.0175  0.035  0.85
-0.0175  0.045  0.86
-0.0175  0.055  0.91
-0.0175  0.065  0.91
-0.0175  0.075  0.87
-0.0175  0.085  0.9
-0.0175  0.095  0.79
-0.0175  0.105  0.72
-0.0175  0.115  0.73
-0.0175  0.125  0.66
-0.0175  0.135  0.6
-0.0175  0.145  0.54
-0.0175  0.155  0.49
-0.0175  0.165  0.48
-0.0175  0.175  0.36
-0.0175  0.185  0.38
-0.0175  0.195  0.28
-0.0175  0.205  0.3
-0.0175  0.215  0.23
-0.0175  0.225  0.24
-0.0175  0.235  0.15
-0.0175  0.245  0.16
-0.0175  0.255  0.16
-0.0175  0.265  0.16
-0.0175  0.275  0.12
-0.0175  0.285  0.12
-0.0175  0.295  0.06
-0.0175  0.305  0.05
-0.0175  0.315  0.04
-0.0175  0.325  0.03
-0.0175  0.335  0.03
-0.0175  0.345  0.04
-0.0175  0.355  0.01
-0.0175  0.365  0.04
-0.0175  0.375  0.04
-0.0175  0.385  0.01
-0.0175  0.395  0.01
-0.0125  0.025  0.86
-0.0125  0.035  0.95
-0.0125  0.045  0.96
-0.0125  0.055  0.93
-0.0125  0.065  0.92
-0.0125  0.075  0.89
-0.0125  0.085  0.82
-0.0125  0.095  0.79
-0.0125  0.105  0.8
-0.0125  0.115  0.66
-0.0125  0.125  0.7
-0.0125  0.135  0.56
-0.0125  0.145  0.6
-0.0125  0.155  0.54
-0.0125  0.165  0.53
-0.0125  0.175  0.44
-0.0125  0.185  0.36
-0.0125  0.195  0.38
-0.0125  0.205  0.31
-0.0125  0.215  0.27
-0.0125  0.225  0.21
-0.0125  0.235  0.17
-0.0125  0.245  0.18
-0.0125  0.255  0.16
-0.0125  0.265  0.1
-0.0125  0.275  0.06
-0.0125  0.285  0.08
-0.0125  0.295  0.08
-0.0125  0.305  0.06
-0.0125  0.315  0.09
-0.0125  0.325  0.06
-0.0125  0.335  0.04
-0.0125  0.345  0.03
-0.0125  0.355  0.02
-0.0125  0.365  0.03
-0.0125  0.375  0.01
-0.0125  0.385  0.01
-0.0125  0.395  0.01
-0.0075  0.025  1.0
-0.0075  0.035  1.0
-0.0075  0.045  0.96
-0.0075  0.055  0.91
-0.0075  0.065  0.91
-0.0075  0.075  0.85
-0.0075  0.085  0.85
-0.0075  0.095  0.8
-0.0075  0.105  0.78
-0.0075  0.115  0.68
-0.0075  0.125  0.69
-0.0075  0.135  0.61
-0.0075  0.145  0.61
-0.0075  0.155  0.52
-0.0075  0.165  0.41
-0.0075  0.175  0.42
-0.0075  0.185  0.4
-0.0075  0.195  0.27
-0.0075  0.205  0.34
-0.0075  0.215  0.24
-0.0075  0.225  0.2
-0.0075  0.235  0.17
-0.0075  0.245  0.16
-0.0075  0.255  0.12
-0.0075  0.265  0.16
-0.0075  0.275  0.11
-0.0075  0.285  0.09
-0.0075  0.295  0.07
-0.0075  0.305  0.1
-0.0075  0.315  0.06
-0.0075  0.325  0.04
-0.0075  0.335  0.03
-0.0075  0.345  0.03
-0.0075  0.355  0.02
-0.0075  0.365  0.02
-0.0075  0.375  0.02
-0.0075  0.385  0.01
-0.0025  0.015  1.0
-0.0025  0.025  0.99
-0.0025  0.035  0.99
-0.0025  0.045  0.99
-0.0025  0.055  0.92
-0.0025  0.065  0.92
-0.0025  0.075  0.86
-0.0025  0.085  0.84
-0.0025  0.095  0.85
-0.0025  0.105  0.78
-0.0025  0.115  0.69
-0.0025  0.125  0.7
-0.0025  0.135  0.62
-0.0025  0.145  0.56
-0.0025  0.155  0.5
-0.0025  0.165  0.46
-0.0025  0.175  0.41
-0.0025  0.185  0.37
-0.0025  0.195  0.31
-0.0025  0.205  0.23
-0.0025  0.215  0.29
-0.0025  0.225  0.27
-0.0025  0.235  0.21
-0.0025  0.245  0.13
-0.0025  0.255  0.15
-0.0025  0.265  0.12
-0.0025  0.275  0.09
-0.0025  0.285  0.09
-0.0025  0.295  0.06
-0.0025  0.305  0.07
-0.0025  0.315  0.02
-0.0025  0.325  0.05
-0.0025  0.335  0.03
-0.0025  0.345  0.04
-0.0025  0.355  0.03
-0.0025  0.365  0.02
-0.0025  0.375  0.01
-0.0025  0.385  0.01
0.0025  0.015  0.97
0.0025  0.025  0.99
0.0025  0.035  0.98
0.0025  0.045  0.97
0.0025  0.055  0.95
0.0025  0.065  0.93
0.0025  0.075  0.87
0.0025  0.085  0.84
0.0025  0.095  0.85
0.0025  0.105  0.77
0.0025  0.115  0.65
0.0025  0.125  0.72
0.0025  0.135  0.58
0.0025  0.145  0.53
0.0025  0.155  0.52
0.0025  0.165  0.43
0.0025  0.175  0.39
0.0025  0.185  0.39
0.0025  0.195  0.33
0.0025  0.205  0.32
0.0025  0.215  0.25
0.0025  0.225  0.26
0.0025  0.235  0.18
0.0025  0.245  0.14
0.0025  0.255  0.13
0.0025  0.265  0.07
0.0025  0.275  0.1
0.0025  0.285  0.09
0.0025  0.295  0.05
0.0025  0.305  0.08
0.0025  0.315  0.03
0.0025  0.325  0.04
0.0025  0.335  0.06
0.0025  0.345  0.04
0.0025  0.355  0.01
0.0025  0.365  0.03
0.0025  0.375  0.04
0.0025  0.385  0.02
0.0025  0.395  0.01
0.0075  0.015  0.86
0.0075  0.025  0.97
0.0075  0.035  0.93
0.0075  0.045  0.96
0.0075  0.055  0.92
0.0075  0.065  0.9
0.0075  0.075  0.9
0.0075  0.085  0.86
0.0075  0.095  0.79
0.0075  0.105  0.76
0.0075  0.115  0.61
0.0075  0.125  0.65
0.0075  0.135  0.57
0.0075  0.145  0.53
0.0075  0.155  0.49
0.0075  0.165  0.43
0.0075  0.175  0.39
0.0075  0.185  0.37
0.0075  0.195  0.3
0.0075  0.205  0.3
0.0075  0.215  0.21
0.0075  0.225  0.26
0.0075  0.235  0.2
0.0075  0.245  0.17
0.0075  0.255  0.13
0.0075  0.265  0.13
0.0075  0.275  0.11
0.0075  0.285  0.05
0.0075  0.295  0.08
0.0075  0.305  0.05
0.0075  0.315  0.05
0.0075  0.325  0.04
0.0075  0.335  0.02
0.0075  0.345  0.03
0.0075  0.355  0.01
0.0075  0.365  0.01
0.0075  0.375  0.02
0.0075  0.385  0.01
0.0125  0.025  0.82
0.0125  0.035  0.8
0.0125  0.045  0.88
0.0125  0.055  0.88
0.0125  0.065  0.84
0.0125  0.075  0.79
0.0125  0.085  0.77
0.0125  0.095  0.7
0.0125  0.105  0.72
0.0125  0.115  0.66
0.0125  0.125  0.56
0.0125  0.135  0.53
0.0125  0.145  0.51
0.0125  0.155  0.5
0.0125  0.165  0.44
0.0125  0.175  0.36
0.0125  0.185  0.27
0.0125  0.195  0.29
0.0125  0.205  0.27
0.0125  0.215  0.22
0.0125  0.225  0.19
0.0125  0.235  0.13
0.0125  0.245  0.19
0.0125  0.255  0.14
0.0125  0.265  0.12
0.0125  0.275  0.11
0.0125  0.285  0.08
0.0125  0.295  0.05
0.0125  0.305  0.04
0.0125  0.315  0.01
0.0125  0.325  0.03
0.0125  0.335  0.03
0.0125  0.355  0.02
0.0125  0.365  0.02
0.0125  0.375  0.02
0.0125  0.385  0.02
0.0125  0.395  0.01
0.0175  0.035  0.67
0.0175  0.045  0.71
0.0175  0.055  0.78
0.0175  0.065  0.77
0.0175  0.075  0.74
0.0175  0.085  0.71
0.0175  0.095  0.69
0.0175  0.105  0.57
0.0175  0.115  0.6
0.0175  0.125  0.54
0.0175  0.135  0.47
0.0175  0.145  0.41
0.0175  0.155  0.4
0.0175  0.165  0.45
0.0175  0.175  0.32
0.0175  0.185  0.27
0.0175  0.195  0.28
0.0175  0.205  0.18
0.0175  0.215  0.2
0.0175  0.225  0.16
0.0175  0.235  0.18
0.0175  0.245  0.17
0.0175  0.255  0.16
0.0175  0.265  0.07
0.0175  0.275  0.1
0.0175  0.285  0.08
0.0175  0.295  0.08
0.0175  0.305  0.04
0.0175  0.315  0.03
0.0175  0.325  0.05
0.0175  0.335  0.02
0.0175  0.345  0.03
0.0175  0.355  0.03
0.0175  0.365  0.02
0.0175  0.375  0.03
0.0175  0.385  0.02
0.0175  0.395  0.01
0.0225  0.045  0.68
0.0225  0.055  0.58
0.0225  0.065  0.69
0.0225  0.075  0.66
0.0225  0.085  0.65
0.0225  0.095  0.59
0.0225  0.105  0.55
0.0225  0.115  0.57
0.0225  0.125  0.54
0.0225  0.135  0.44
0.0225  0.145  0.43
0.0225  0.155  0.49
0.0225  0.165  0.33
0.0225  0.175  0.27
0.0225  0.185  0.32
0.0225  0.195  0.27
0.0225  0.205  0.29
0.0225  0.215  0.17
0.0225  0.225  0.18
0.0225  0.235  0.13
0.0225  0.245  0.14
0.0225  0.255  0.1
0.0225  0.265  0.06
0.0225  0.275  0.09
0.0225  0.285  0.04
0.0225  0.295  0.05
0.0225  0.305  0.06
0.0225  0.315  0.05
0.0225  0.325  0.06
0.0225  0.335  0.02
0.0225  0.345  0.02
0.0225  0.355  0.02
0.0225  0.365  0.02
0.0225  0.375  0.01
0.0225  0.385  0.01
0.0225  0.395  0.02
0.0275  0.055  0.58
0.0275  0.065  0.55
0.0275  0.075  0.52
0.0275  0.085  0.55
0.0275  0.095  0.57
0.0275  0.105  0.52
0.0275  0.115  0.45
0.0275  0.125  0.39
0.0275  0.135  0.51
0.0275  0.145  0.42
0.0275  0.155  0.33
0.0275  0.165  0.3
0.0275  0.175  0.24
0.0275  0.185  0.29
0.0275  0.195  0.24
0.0275  0.205  0.2
0.0275  0.215  0.16
0.0275  0.225  0.16
0.0275  0.235  0.11
0.0275  0.245  0.13
0.0275  0.255  0.1
0.0275  0.265  0.1
0.0275  0.275  0.1
0.0275  0.285  0.05
0.0275  0.295  0.07
0.0275  0.305  0.06
0.0275  0.315  0.04
0.0275  0.325  0.01
0.0275  0.335  0.02
0.0275  0.345  0.03
0.0275  0.355  0.02
0.0275  0.365  0.02
0.0275  0.375  0.01
0.0275  0.395  0.02
0.0325  0.065  0.47
0.0325  0.075  0.47
0.0325  0.085  0.5
0.0325  0.095  0.39
0.0325  0.105  0.45
0.0325  0.115  0.43
0.0325  0.125  0.34
0.0325  0.135  0.34
0.0325  0.145  0.36
0.0325  0.155  0.36
0.0325  0.165  0.29
0.0325  0.175  0.31
0.0325  0.185  0.22
0.0325  0.195  0.18
0.0325  0.205  0.16
0.0325  0.215  0.16
0.0325  0.225  0.13
0.0325  0.235  0.11
0.0325  0.245  0.11
0.0325  0.255  0.09
0.0325  0.265  0.06
0.0325  0.275  0.08
0.0325  0.285  0.11
0.0325  0.295  0.05
0.0325  0.305  0.06
0.0325  0.315  0.04
0.0325  0.325  0.04
0.0325  0.335  0.02
0.0325  0.345  0.02
0.0325  0.355  0.02
0.0325  0.365  0.01
0.0325  0.375  0.01
0.0325  0.395  0.01
0.0375  0.085  0.39
0.0375  0.095  0.4
0.0375  0.105  0.36
0.0375  0.115  0.33
0.0375  0.125  0.36
0.0375  0.135  0.28
0.0375  0.145  0.33
0.0375  0.155  0.23
0.0375  0.165  0.26
0.0375  0.175  0.24
0.0375  0.185  0.22
0.0375  0.195  0.15
0.0375  0.205  0.19
0.0375  0.215  0.16
0.0375  0.225  0.14
0.0375  0.235  0.1
0.0375  0.245  0.1
0.0375  0.255  0.06
0.0375  0.265  0.09
0.0375  0.275  0.06
0.0375  0.285  0.1
0.0375  0.295  0.07
0.0375  0.305  0.06
0.0375  0.315  0.05
0.0375  0.325  0.04
0.0375  0.335  0.02
0.0375  0.345  0.03
0.0375  0.355  0.02
0.0375  0.365  0.01
0.0375  0.375  0.01
0.0375  0.385  0.01
0.0375  0.395  0.01
0.0425  0.095  0.33
0.0425  0.105  0.28
0.0425  0.115  0.3
0.0425  0.125  0.31
0.0425  0.135  0.27
0.0425  0.145  0.29
0.0425  0.155  0.21
0.0425  0.165  0.21
0.0425  0.175  0.2
0.0425  0.185  0.12
0.0425  0.195  0.17
0.0425  0.205  0.13
0.0425  0.215  0.1
0.0425  0.225  0.13
0.0425  0.235  0.07
0.0425  0.245  0.06
0.0425  0.255  0.09
0.0425  0.265  0.06
0.0425  0.275  0.05
0.0425  0.285  0.05
0.0425  0.295  0.04
0.0425  0.305  0.04
0.0425  0.315  0.02
0.0425  0.325  0.02
0.0425  0.335  0.02
0.0425  0.345  0.01
0.0425  0.355  0.02
0.0425  0.365  0.01
0.0425  0.385  0.02
0.0475  0.095  0.24
0.0475  0.105  0.29
0.0475  0.115  0.27
0.0475  0.125  0.23
0.0475  0.135  0.22
0.0475  0.145  0.24
0.0475  0.155  0.2
0.0475  0.165  0.24
0.0475  0.175  0.16
0.0475  0.185  0.14
0.0475  0.195  0.16
0.0475  0.205  0.12
0.0475  0.215  0.09
0.0475  0.225  0.09
0.0475  0.235  0.09
0.0475  0.245  0.08
0.0475  0.255  0.07
0.0475  0.265  0.06
0.0475  0.275  0.05
0.0475  0.285  0.04
0.0475  0.295  0.03
0.0475  0.305  0.03
0.0475  0.315  0.05
0.0475  0.325  0.03
0.0475  0.335  0.02
0.0475  0.345  0.02
0.0475  0.355  0.01
0.0475  0.365  0.02
0.0475  0.375  0.01
0.0475  0.385  0.01
0.0475  0.395  0.01
0.0525  0.105  0.21
0.0525  0.115  0.22
0.0525  0.125  0.26
0.0525  0.135  0.2
0.0525  0.145  0.21
0.0525  0.155  0.18
0.0525  0.165  0.15
0.0525  0.175  0.17
0.0525  0.185  0.13
0.0525  0.195  0.08
0.0525  0.205  0.07
0.0525  0.215  0.11
0.0525  0.225  0.09
0.0525  0.235  0.07
0.0525  0.245  0.09
0.0525  0.255  0.06
0.0525  0.265  0.06
0.0525  0.275  0.04
0.0525  0.285  0.05
0.0525  0.295  0.05
0.0525  0.305  0.01
0.0525  0.315  0.02
0.0525  0.325  0.02
0.0525  0.335  0.02
0.0525  0.345  0.03
0.0525  0.365  0.01
0.0525  0.375  0.01
0.0525  0.385  0.01
0.0525  0.395  0.01
0.0575  0.125  0.22
0.0575  0.135  0.15
0.0575  0.145  0.17
0.0575  0.155  0.13
0.0575  0.165  0.12
0.0575  0.175  0.12
0.0575  0.185  0.14
0.0575  0.195  0.11
0.0575  0.205  0.07
0.0575  0.215  0.06
0.0575  0.225  0.08
0.0575  0.235  0.06
0.0575  0.245  0.08
0.0575  0.255  0.07
0.0575  0.265  0.04
0.0575  0.275  0.03
0.0575  0.285  0.03
0.0575  0.295  0.05
0.0575  0.305  0.02
0.0575  0.325  0.01
0.0575  0.335  0.03
0.0575  0.345  0.03
0.0575  0.355  0.01
0.0575  0.365  0.01
0.0575  0.375  0.01
0.0575  0.395  0.01
0.0625  0.135  0.13
0.0625  0.145  0.15
0.0625  0.155  0.17
0.0625  0.165  0.12
0.0625  0.175  0.09
0.0625  0.185  0.15
0.0625  0.195  0.09
0.0625  0.205  0.06
0.0625  0.215  0.07
0.0625  0.225  0.05
0.0625  0.235  0.09
0.0625  0.245  0.04
0.0625  0.255  0.02
0.0625  0.265  0.04
0.0625  0.275  0.03
0.0625  0.285  0.02
0.0625  0.295  0.02
0.0625  0.305  0.03
0.0625  0.315  0.01
0.0625  0.325  0.01
0.0625  0.335  0.02
0.0625  0.345  0.02
0.0625  0.355  0.01
0.0625  0.365  0.02
0.0625  0.375  0.01
0.0625  0.385  0.01
0.0675  0.145  0.09
0.0675  0.155  0.1
0.0675  0.165  0.08
0.0675  0.175  0.1
0.0675  0.185  0.08
0.0675  0.195  0.09
0.0675  0.205  0.07
0.0675  0.215  0.06
0.0675  0.225  0.05
0.0675  0.235  0.04
0.0675  0.245  0.05
0.0675  0.255  0.06
0.0675  0.265  0.03
0.0675  0.275  0.05
0.0675  0.285  0.02
0.0675  0.295  0.03
