%auto-ignore
#2D Feldman-Cousin p-values (statistical only) for AFB and FH for the decay B+->K+mumu,
# obtained from the measurements described in LHCb-PAPER-2014-007

#The q2 range for these values is 15.00 < q2 < 22.00 GeV^{2}/c^{4}

# AFB     FH   p-value
-0.00375  0.11475  0.13
-0.00375  0.11925  0.14
-0.00375  0.12375  0.09
-0.00375  0.12825  0.06
-0.00375  0.13275  0.07
-0.00125  0.00675  0.46
-0.00125  0.01125  0.68
-0.00125  0.01575  0.75
-0.00125  0.02025  0.81
-0.00125  0.02475  0.88
-0.00125  0.02925  0.83
-0.00125  0.03375  0.85
-0.00125  0.03825  0.83
-0.00125  0.04275  0.77
-0.00125  0.04725  0.76
-0.00125  0.05175  0.7
-0.00125  0.05625  0.65
-0.00125  0.06075  0.64
-0.00125  0.06525  0.59
-0.00125  0.06975  0.54
-0.00125  0.07425  0.43
-0.00125  0.07875  0.45
-0.00125  0.08325  0.38
-0.00125  0.08775  0.37
-0.00125  0.09225  0.3
-0.00125  0.09675  0.25
-0.00125  0.10125  0.2
-0.00125  0.10575  0.15
-0.00125  0.11025  0.14
-0.00125  0.11475  0.13
-0.00125  0.11925  0.08
-0.00125  0.12375  0.1
-0.00125  0.12825  0.08
-0.00125  0.13275  0.05
-0.00125  0.13725  0.05
0.00125  0.00675  0.39
0.00125  0.01125  0.52
0.00125  0.01575  0.64
0.00125  0.02025  0.74
0.00125  0.02475  0.78
0.00125  0.02925  0.75
0.00125  0.03375  0.73
0.00125  0.03825  0.75
0.00125  0.04275  0.74
0.00125  0.04725  0.67
0.00125  0.05175  0.63
0.00125  0.05625  0.64
0.00125  0.06075  0.56
0.00125  0.06525  0.49
0.00125  0.06975  0.47
0.00125  0.07425  0.4
0.00125  0.07875  0.38
0.00125  0.08325  0.33
0.00125  0.08775  0.32
0.00125  0.09225  0.25
0.00125  0.09675  0.18
0.00125  0.10125  0.22
0.00125  0.10575  0.14
0.00125  0.11025  0.1
0.00125  0.11475  0.1
0.00125  0.11925  0.1
0.00125  0.12375  0.09
0.00125  0.12825  0.08
0.00375  0.01125  0.39
0.00375  0.01575  0.46
0.00375  0.02025  0.58
0.00375  0.02475  0.62
0.00375  0.02925  0.64
0.00375  0.03375  0.64
0.00375  0.03825  0.68
0.00375  0.04275  0.6
0.00375  0.04725  0.63
0.00375  0.05175  0.6
0.00375  0.05625  0.57
0.00375  0.06075  0.45
0.00375  0.06525  0.5
0.00375  0.06975  0.45
0.00375  0.07425  0.36
0.00375  0.07875  0.36
0.00375  0.08325  0.27
0.00375  0.08775  0.29
0.00375  0.09225  0.23
0.00375  0.09675  0.2
0.00375  0.10125  0.12
0.00375  0.10575  0.13
0.00375  0.11025  0.07
0.00375  0.11475  0.09
0.00375  0.11925  0.09
0.00375  0.12375  0.07
0.00375  0.12825  0.05
0.00375  0.13275  0.05
0.00625  0.01575  0.43
0.00625  0.02025  0.49
0.00625  0.02475  0.5
0.00625  0.02925  0.6
0.00625  0.03375  0.54
0.00625  0.03825  0.55
0.00625  0.04275  0.46
0.00625  0.04725  0.55
0.00625  0.05175  0.48
0.00625  0.05625  0.5
0.00625  0.06075  0.43
0.00625  0.06525  0.43
0.00625  0.06975  0.33
0.00625  0.07425  0.36
0.00625  0.07875  0.26
0.00625  0.08325  0.24
0.00625  0.08775  0.2
0.00625  0.09225  0.2
0.00625  0.09675  0.17
0.00625  0.10125  0.16
0.00625  0.10575  0.12
0.00625  0.11025  0.08
0.00625  0.11475  0.07
0.00625  0.11925  0.06
0.00625  0.12375  0.08
0.00625  0.12825  0.06
0.00625  0.13275  0.06
0.00875  0.02025  0.33
0.00875  0.02475  0.36
0.00875  0.02925  0.42
0.00875  0.03375  0.46
0.00875  0.03825  0.43
0.00875  0.04275  0.42
0.00875  0.04725  0.47
0.00875  0.05175  0.39
0.00875  0.05625  0.37
0.00875  0.06075  0.38
0.00875  0.06525  0.38
0.00875  0.06975  0.3
0.00875  0.07425  0.28
0.00875  0.07875  0.27
0.00875  0.08325  0.21
0.00875  0.08775  0.24
0.00875  0.09225  0.17
0.00875  0.09675  0.16
0.00875  0.10125  0.15
0.00875  0.10575  0.11
0.00875  0.11025  0.12
0.00875  0.11475  0.08
0.00875  0.11925  0.08
0.00875  0.12375  0.05
0.01125  0.02475  0.31
0.01125  0.02925  0.29
0.01125  0.03375  0.35
0.01125  0.03825  0.28
0.01125  0.04275  0.39
0.01125  0.04725  0.31
0.01125  0.05175  0.36
0.01125  0.05625  0.3
0.01125  0.06075  0.25
0.01125  0.06525  0.31
0.01125  0.06975  0.26
0.01125  0.07425  0.22
0.01125  0.07875  0.21
0.01125  0.08325  0.2
0.01125  0.08775  0.19
0.01125  0.09225  0.16
0.01125  0.09675  0.11
0.01125  0.10125  0.11
0.01125  0.10575  0.08
0.01125  0.11025  0.08
0.01125  0.11475  0.06
0.01125  0.11925  0.06
0.01125  0.12375  0.06
0.01375  0.02925  0.25
0.01375  0.03375  0.27
0.01375  0.03825  0.28
0.01375  0.04275  0.27
0.01375  0.04725  0.28
0.01375  0.05175  0.2
0.01375  0.05625  0.25
0.01375  0.06075  0.25
0.01375  0.06525  0.2
0.01375  0.06975  0.18
0.01375  0.07425  0.19
0.01375  0.07875  0.13
0.01375  0.08325  0.16
0.01375  0.08775  0.11
0.01375  0.09225  0.11
0.01375  0.09675  0.09
0.01375  0.10125  0.08
0.01375  0.10575  0.06
0.01375  0.11025  0.07
0.01375  0.11925  0.05
0.01625  0.03375  0.16
0.01625  0.03825  0.19
0.01625  0.04275  0.21
0.01625  0.04725  0.21
0.01625  0.05175  0.19
0.01625  0.05625  0.19
0.01625  0.06075  0.16
0.01625  0.06525  0.17
0.01625  0.06975  0.17
0.01625  0.07425  0.12
0.01625  0.07875  0.14
0.01625  0.08325  0.09
0.01625  0.08775  0.14
0.01625  0.09225  0.09
0.01625  0.09675  0.1
0.01625  0.10125  0.07
0.01625  0.10575  0.06
0.01625  0.11025  0.05
0.01625  0.12375  0.05
0.01875  0.03825  0.16
0.01875  0.04275  0.17
0.01875  0.04725  0.14
0.01875  0.05175  0.17
0.01875  0.05625  0.16
0.01875  0.06075  0.16
0.01875  0.06525  0.15
0.01875  0.06975  0.11
0.01875  0.07425  0.1
0.01875  0.07875  0.06
0.01875  0.08325  0.09
0.01875  0.08775  0.09
0.01875  0.09225  0.06
0.01875  0.10125  0.05
0.01875  0.11025  0.05
0.02125  0.04275  0.1
0.02125  0.04725  0.15
0.02125  0.05175  0.14
0.02125  0.05625  0.09
0.02125  0.06075  0.09
0.02125  0.06525  0.09
0.02125  0.06975  0.09
0.02125  0.07425  0.08
0.02125  0.07875  0.1
0.02125  0.08325  0.08
0.02125  0.08775  0.06
0.02125  0.09225  0.05
0.02125  0.11025  0.05
0.02375  0.05175  0.09
0.02375  0.05625  0.08
0.02375  0.06075  0.06
0.02375  0.06525  0.07
0.02375  0.06975  0.11
0.02375  0.07425  0.08
0.02375  0.07875  0.07
0.02375  0.08325  0.06
0.02625  0.06075  0.06
0.02625  0.07875  0.05
