%auto-ignore
#2D Feldman-Cousin p-values (statistical only) for AFB and FH for the decay B+->K+mumu,
# obtained from the measurements described in LHCb-PAPER-2014-007

#The q2 range for these values is 0.10 < q2 < 0.98 GeV^{2}/c^{4}

# AFB     FH   p-value
-0.095375  0.365  0.09
-0.095375  0.375  0.1
-0.095375  0.385  0.08
-0.095375  0.395  0.08
-0.089625  0.185  0.43
-0.089625  0.195  0.41
-0.089625  0.205  0.43
-0.089625  0.215  0.4
-0.089625  0.225  0.32
-0.089625  0.235  0.36
-0.089625  0.245  0.33
-0.089625  0.255  0.32
-0.089625  0.265  0.25
-0.089625  0.275  0.35
-0.089625  0.285  0.19
-0.089625  0.295  0.26
-0.089625  0.305  0.18
-0.089625  0.315  0.17
-0.089625  0.325  0.18
-0.089625  0.335  0.18
-0.089625  0.345  0.14
-0.089625  0.355  0.12
-0.089625  0.365  0.11
-0.089625  0.375  0.14
-0.089625  0.385  0.08
-0.089625  0.395  0.06
-0.083875  0.175  0.5
-0.083875  0.185  0.5
-0.083875  0.195  0.48
-0.083875  0.205  0.47
-0.083875  0.215  0.39
-0.083875  0.225  0.4
-0.083875  0.235  0.38
-0.083875  0.245  0.33
-0.083875  0.255  0.29
-0.083875  0.265  0.3
-0.083875  0.275  0.28
-0.083875  0.285  0.26
-0.083875  0.295  0.29
-0.083875  0.305  0.26
-0.083875  0.315  0.17
-0.083875  0.325  0.18
-0.083875  0.335  0.19
-0.083875  0.345  0.14
-0.083875  0.355  0.12
-0.083875  0.365  0.16
-0.083875  0.375  0.12
-0.083875  0.385  0.09
-0.083875  0.395  0.06
-0.078125  0.165  0.57
-0.078125  0.175  0.56
-0.078125  0.185  0.56
-0.078125  0.195  0.48
-0.078125  0.205  0.5
-0.078125  0.215  0.44
-0.078125  0.225  0.42
-0.078125  0.235  0.43
-0.078125  0.245  0.4
-0.078125  0.255  0.38
-0.078125  0.265  0.34
-0.078125  0.275  0.3
-0.078125  0.285  0.28
-0.078125  0.295  0.28
-0.078125  0.305  0.22
-0.078125  0.315  0.2
-0.078125  0.325  0.23
-0.078125  0.335  0.13
-0.078125  0.345  0.17
-0.078125  0.355  0.16
-0.078125  0.365  0.14
-0.078125  0.375  0.09
-0.078125  0.385  0.11
-0.078125  0.395  0.09
-0.072375  0.145  0.66
-0.072375  0.155  0.67
-0.072375  0.165  0.65
-0.072375  0.175  0.62
-0.072375  0.185  0.59
-0.072375  0.195  0.59
-0.072375  0.205  0.49
-0.072375  0.215  0.54
-0.072375  0.225  0.43
-0.072375  0.235  0.48
-0.072375  0.245  0.42
-0.072375  0.255  0.41
-0.072375  0.265  0.32
-0.072375  0.275  0.27
-0.072375  0.285  0.29
-0.072375  0.295  0.29
-0.072375  0.305  0.25
-0.072375  0.315  0.28
-0.072375  0.325  0.2
-0.072375  0.335  0.18
-0.072375  0.345  0.2
-0.072375  0.355  0.16
-0.072375  0.365  0.17
-0.072375  0.375  0.13
-0.072375  0.385  0.12
-0.072375  0.395  0.08
-0.066625  0.135  0.75
-0.066625  0.145  0.75
-0.066625  0.155  0.68
-0.066625  0.165  0.69
-0.066625  0.175  0.66
-0.066625  0.185  0.57
-0.066625  0.195  0.61
-0.066625  0.205  0.54
-0.066625  0.215  0.55
-0.066625  0.225  0.49
-0.066625  0.235  0.45
-0.066625  0.245  0.43
-0.066625  0.255  0.4
-0.066625  0.265  0.39
-0.066625  0.275  0.37
-0.066625  0.285  0.29
-0.066625  0.295  0.29
-0.066625  0.305  0.29
-0.066625  0.315  0.24
-0.066625  0.325  0.21
-0.066625  0.335  0.2
-0.066625  0.345  0.16
-0.066625  0.355  0.14
-0.066625  0.365  0.18
-0.066625  0.375  0.12
-0.066625  0.385  0.08
-0.066625  0.395  0.11
-0.060875  0.125  0.75
-0.060875  0.135  0.74
-0.060875  0.145  0.83
-0.060875  0.155  0.76
-0.060875  0.165  0.74
-0.060875  0.175  0.68
-0.060875  0.185  0.64
-0.060875  0.195  0.58
-0.060875  0.205  0.61
-0.060875  0.215  0.53
-0.060875  0.225  0.53
-0.060875  0.235  0.48
-0.060875  0.245  0.46
-0.060875  0.255  0.45
-0.060875  0.265  0.36
-0.060875  0.275  0.37
-0.060875  0.285  0.33
-0.060875  0.295  0.33
-0.060875  0.305  0.25
-0.060875  0.315  0.24
-0.060875  0.325  0.26
-0.060875  0.335  0.2
-0.060875  0.345  0.14
-0.060875  0.355  0.15
-0.060875  0.365  0.19
-0.060875  0.375  0.12
-0.060875  0.385  0.13
-0.060875  0.395  0.13
-0.055125  0.115  0.89
-0.055125  0.125  0.85
-0.055125  0.135  0.84
-0.055125  0.145  0.78
-0.055125  0.155  0.8
-0.055125  0.165  0.74
-0.055125  0.175  0.68
-0.055125  0.185  0.68
-0.055125  0.195  0.64
-0.055125  0.205  0.6
-0.055125  0.215  0.54
-0.055125  0.225  0.51
-0.055125  0.235  0.51
-0.055125  0.245  0.44
-0.055125  0.255  0.47
-0.055125  0.265  0.4
-0.055125  0.275  0.38
-0.055125  0.285  0.36
-0.055125  0.295  0.34
-0.055125  0.305  0.27
-0.055125  0.315  0.23
-0.055125  0.325  0.19
-0.055125  0.335  0.2
-0.055125  0.345  0.18
-0.055125  0.355  0.16
-0.055125  0.365  0.18
-0.055125  0.375  0.12
-0.055125  0.385  0.11
-0.055125  0.395  0.1
-0.049375  0.105  0.94
-0.049375  0.115  0.94
-0.049375  0.125  0.86
-0.049375  0.135  0.82
-0.049375  0.145  0.79
-0.049375  0.155  0.8
-0.049375  0.165  0.73
-0.049375  0.175  0.69
-0.049375  0.185  0.65
-0.049375  0.195  0.62
-0.049375  0.205  0.62
-0.049375  0.215  0.53
-0.049375  0.225  0.54
-0.049375  0.235  0.46
-0.049375  0.245  0.46
-0.049375  0.255  0.41
-0.049375  0.265  0.37
-0.049375  0.275  0.33
-0.049375  0.285  0.3
-0.049375  0.295  0.3
-0.049375  0.305  0.24
-0.049375  0.315  0.25
-0.049375  0.325  0.24
-0.049375  0.335  0.22
-0.049375  0.345  0.2
-0.049375  0.355  0.21
-0.049375  0.365  0.14
-0.049375  0.375  0.12
-0.049375  0.385  0.11
-0.049375  0.395  0.09
-0.043625  0.095  0.99
-0.043625  0.105  0.95
-0.043625  0.115  0.92
-0.043625  0.125  0.89
-0.043625  0.135  0.89
-0.043625  0.145  0.78
-0.043625  0.155  0.79
-0.043625  0.165  0.74
-0.043625  0.175  0.72
-0.043625  0.185  0.61
-0.043625  0.195  0.61
-0.043625  0.205  0.63
-0.043625  0.215  0.54
-0.043625  0.225  0.49
-0.043625  0.235  0.49
-0.043625  0.245  0.45
-0.043625  0.255  0.39
-0.043625  0.265  0.41
-0.043625  0.275  0.38
-0.043625  0.285  0.36
-0.043625  0.295  0.25
-0.043625  0.305  0.24
-0.043625  0.315  0.22
-0.043625  0.325  0.19
-0.043625  0.335  0.24
-0.043625  0.345  0.18
-0.043625  0.355  0.17
-0.043625  0.365  0.16
-0.043625  0.375  0.12
-0.043625  0.385  0.13
-0.043625  0.395  0.09
-0.037875  0.085  0.93
-0.037875  0.095  0.92
-0.037875  0.105  0.9
-0.037875  0.115  0.87
-0.037875  0.125  0.85
-0.037875  0.135  0.8
-0.037875  0.145  0.77
-0.037875  0.155  0.78
-0.037875  0.165  0.72
-0.037875  0.175  0.67
-0.037875  0.185  0.71
-0.037875  0.195  0.62
-0.037875  0.205  0.57
-0.037875  0.215  0.51
-0.037875  0.225  0.54
-0.037875  0.235  0.43
-0.037875  0.245  0.38
-0.037875  0.255  0.38
-0.037875  0.265  0.34
-0.037875  0.275  0.35
-0.037875  0.285  0.34
-0.037875  0.295  0.3
-0.037875  0.305  0.29
-0.037875  0.315  0.2
-0.037875  0.325  0.24
-0.037875  0.335  0.22
-0.037875  0.345  0.18
-0.037875  0.355  0.17
-0.037875  0.365  0.13
-0.037875  0.375  0.12
-0.037875  0.385  0.12
-0.037875  0.395  0.1
-0.032125  0.065  0.86
-0.032125  0.075  0.91
-0.032125  0.085  0.9
-0.032125  0.095  0.92
-0.032125  0.105  0.89
-0.032125  0.115  0.83
-0.032125  0.125  0.8
-0.032125  0.135  0.84
-0.032125  0.145  0.74
-0.032125  0.155  0.71
-0.032125  0.165  0.7
-0.032125  0.175  0.63
-0.032125  0.185  0.65
-0.032125  0.195  0.58
-0.032125  0.205  0.57
-0.032125  0.215  0.54
-0.032125  0.225  0.47
-0.032125  0.235  0.5
-0.032125  0.245  0.42
-0.032125  0.255  0.34
-0.032125  0.265  0.38
-0.032125  0.275  0.34
-0.032125  0.285  0.3
-0.032125  0.295  0.29
-0.032125  0.305  0.24
-0.032125  0.315  0.21
-0.032125  0.325  0.22
-0.032125  0.335  0.18
-0.032125  0.345  0.2
-0.032125  0.355  0.16
-0.032125  0.365  0.16
-0.032125  0.375  0.13
-0.032125  0.385  0.13
-0.032125  0.395  0.09
-0.026375  0.055  0.75
-0.026375  0.065  0.83
-0.026375  0.075  0.89
-0.026375  0.085  0.85
-0.026375  0.095  0.86
-0.026375  0.105  0.86
-0.026375  0.115  0.81
-0.026375  0.125  0.75
-0.026375  0.135  0.73
-0.026375  0.145  0.73
-0.026375  0.155  0.68
-0.026375  0.165  0.65
-0.026375  0.175  0.59
-0.026375  0.185  0.64
-0.026375  0.195  0.59
-0.026375  0.205  0.5
-0.026375  0.215  0.51
-0.026375  0.225  0.45
-0.026375  0.235  0.43
-0.026375  0.245  0.39
-0.026375  0.255  0.36
-0.026375  0.265  0.36
-0.026375  0.275  0.36
-0.026375  0.285  0.29
-0.026375  0.295  0.28
-0.026375  0.305  0.25
-0.026375  0.315  0.24
-0.026375  0.325  0.23
-0.026375  0.335  0.22
-0.026375  0.345  0.19
-0.026375  0.355  0.16
-0.026375  0.365  0.13
-0.026375  0.375  0.09
-0.026375  0.385  0.1
-0.026375  0.395  0.12
-0.020625  0.045  0.8
-0.020625  0.055  0.77
-0.020625  0.065  0.8
-0.020625  0.075  0.79
-0.020625  0.085  0.77
-0.020625  0.095  0.82
-0.020625  0.105  0.78
-0.020625  0.115  0.7
-0.020625  0.125  0.77
-0.020625  0.135  0.75
-0.020625  0.145  0.66
-0.020625  0.155  0.68
-0.020625  0.165  0.6
-0.020625  0.175  0.6
-0.020625  0.185  0.61
-0.020625  0.195  0.51
-0.020625  0.205  0.46
-0.020625  0.215  0.41
-0.020625  0.225  0.47
-0.020625  0.235  0.45
-0.020625  0.245  0.39
-0.020625  0.255  0.36
-0.020625  0.265  0.31
-0.020625  0.275  0.24
-0.020625  0.285  0.24
-0.020625  0.295  0.27
-0.020625  0.305  0.26
-0.020625  0.315  0.22
-0.020625  0.325  0.22
-0.020625  0.335  0.16
-0.020625  0.345  0.18
-0.020625  0.355  0.13
-0.020625  0.365  0.11
-0.020625  0.375  0.1
-0.020625  0.385  0.09
-0.020625  0.395  0.09
-0.014875  0.035  0.62
-0.014875  0.045  0.67
-0.014875  0.055  0.76
-0.014875  0.065  0.71
-0.014875  0.075  0.75
-0.014875  0.085  0.72
-0.014875  0.095  0.72
-0.014875  0.105  0.74
-0.014875  0.115  0.76
-0.014875  0.125  0.68
-0.014875  0.135  0.67
-0.014875  0.145  0.61
-0.014875  0.155  0.57
-0.014875  0.165  0.64
-0.014875  0.175  0.54
-0.014875  0.185  0.53
-0.014875  0.195  0.53
-0.014875  0.205  0.46
-0.014875  0.215  0.4
-0.014875  0.225  0.41
-0.014875  0.235  0.42
-0.014875  0.245  0.39
-0.014875  0.255  0.33
-0.014875  0.265  0.27
-0.014875  0.275  0.26
-0.014875  0.285  0.24
-0.014875  0.295  0.21
-0.014875  0.305  0.21
-0.014875  0.315  0.23
-0.014875  0.325  0.16
-0.014875  0.335  0.17
-0.014875  0.345  0.12
-0.014875  0.355  0.14
-0.014875  0.365  0.13
-0.014875  0.375  0.13
-0.014875  0.385  0.11
-0.014875  0.395  0.1
-0.009125  0.025  0.52
-0.009125  0.035  0.52
-0.009125  0.045  0.6
-0.009125  0.055  0.57
-0.009125  0.065  0.66
-0.009125  0.075  0.68
-0.009125  0.085  0.72
-0.009125  0.095  0.68
-0.009125  0.105  0.61
-0.009125  0.115  0.63
-0.009125  0.125  0.63
-0.009125  0.135  0.63
-0.009125  0.145  0.66
-0.009125  0.155  0.57
-0.009125  0.165  0.55
-0.009125  0.175  0.49
-0.009125  0.185  0.48
-0.009125  0.195  0.45
-0.009125  0.205  0.45
-0.009125  0.215  0.42
-0.009125  0.225  0.35
-0.009125  0.235  0.34
-0.009125  0.245  0.36
-0.009125  0.255  0.3
-0.009125  0.265  0.25
-0.009125  0.275  0.26
-0.009125  0.285  0.29
-0.009125  0.295  0.22
-0.009125  0.305  0.21
-0.009125  0.315  0.19
-0.009125  0.325  0.15
-0.009125  0.335  0.17
-0.009125  0.345  0.12
-0.009125  0.355  0.12
-0.009125  0.365  0.17
-0.009125  0.375  0.12
-0.009125  0.385  0.12
-0.009125  0.395  0.07
-0.003375  0.015  0.47
-0.003375  0.025  0.42
-0.003375  0.035  0.42
-0.003375  0.045  0.46
-0.003375  0.055  0.57
-0.003375  0.065  0.54
-0.003375  0.075  0.52
-0.003375  0.085  0.55
-0.003375  0.095  0.58
-0.003375  0.105  0.59
-0.003375  0.115  0.55
-0.003375  0.125  0.57
-0.003375  0.135  0.51
-0.003375  0.145  0.54
-0.003375  0.155  0.54
-0.003375  0.165  0.47
-0.003375  0.175  0.49
-0.003375  0.185  0.38
-0.003375  0.195  0.35
-0.003375  0.205  0.41
-0.003375  0.215  0.4
-0.003375  0.225  0.31
-0.003375  0.235  0.34
-0.003375  0.245  0.36
-0.003375  0.255  0.33
-0.003375  0.265  0.25
-0.003375  0.275  0.28
-0.003375  0.285  0.21
-0.003375  0.295  0.25
-0.003375  0.305  0.18
-0.003375  0.315  0.16
-0.003375  0.325  0.16
-0.003375  0.335  0.18
-0.003375  0.345  0.12
-0.003375  0.355  0.11
-0.003375  0.365  0.11
-0.003375  0.375  0.09
-0.003375  0.385  0.08
-0.003375  0.395  0.07
0.002375  0.005  0.37
0.002375  0.015  0.36
0.002375  0.025  0.37
0.002375  0.035  0.36
0.002375  0.045  0.41
0.002375  0.055  0.44
0.002375  0.065  0.47
0.002375  0.075  0.44
0.002375  0.085  0.54
0.002375  0.095  0.53
0.002375  0.105  0.48
0.002375  0.115  0.5
0.002375  0.125  0.45
0.002375  0.135  0.45
0.002375  0.145  0.47
0.002375  0.155  0.43
0.002375  0.165  0.36
0.002375  0.175  0.42
0.002375  0.185  0.42
0.002375  0.195  0.37
0.002375  0.205  0.35
0.002375  0.215  0.3
0.002375  0.225  0.36
0.002375  0.235  0.33
0.002375  0.245  0.25
0.002375  0.255  0.26
0.002375  0.265  0.23
0.002375  0.275  0.25
0.002375  0.285  0.18
0.002375  0.295  0.18
0.002375  0.305  0.15
0.002375  0.315  0.18
0.002375  0.325  0.15
0.002375  0.335  0.18
0.002375  0.345  0.12
0.002375  0.355  0.08
0.002375  0.365  0.08
0.002375  0.375  0.07
0.002375  0.385  0.1
0.002375  0.395  0.07
0.008125  0.025  0.33
0.008125  0.035  0.28
0.008125  0.045  0.34
0.008125  0.055  0.38
0.008125  0.065  0.39
0.008125  0.075  0.39
0.008125  0.085  0.37
0.008125  0.095  0.39
0.008125  0.105  0.43
0.008125  0.115  0.41
0.008125  0.125  0.42
0.008125  0.135  0.43
0.008125  0.145  0.44
0.008125  0.155  0.4
0.008125  0.165  0.38
0.008125  0.175  0.32
0.008125  0.185  0.32
0.008125  0.195  0.37
0.008125  0.205  0.34
0.008125  0.215  0.28
0.008125  0.225  0.35
0.008125  0.235  0.28
0.008125  0.245  0.25
0.008125  0.255  0.27
0.008125  0.265  0.19
0.008125  0.275  0.17
0.008125  0.285  0.16
0.008125  0.295  0.18
0.008125  0.305  0.15
0.008125  0.315  0.12
0.008125  0.325  0.16
0.008125  0.335  0.13
0.008125  0.345  0.09
0.008125  0.355  0.13
0.008125  0.365  0.12
0.008125  0.375  0.07
0.008125  0.385  0.05
0.008125  0.395  0.08
0.013875  0.035  0.29
0.013875  0.045  0.32
0.013875  0.055  0.31
0.013875  0.065  0.38
0.013875  0.075  0.35
0.013875  0.085  0.32
0.013875  0.095  0.33
0.013875  0.105  0.37
0.013875  0.115  0.38
0.013875  0.125  0.34
0.013875  0.135  0.37
0.013875  0.145  0.36
0.013875  0.155  0.33
0.013875  0.165  0.31
0.013875  0.175  0.28
0.013875  0.185  0.31
0.013875  0.195  0.28
0.013875  0.205  0.26
0.013875  0.215  0.24
0.013875  0.225  0.21
0.013875  0.235  0.2
0.013875  0.245  0.14
0.013875  0.255  0.18
0.013875  0.265  0.16
0.013875  0.275  0.16
0.013875  0.285  0.16
0.013875  0.295  0.16
0.013875  0.305  0.14
0.013875  0.315  0.14
0.013875  0.325  0.11
0.013875  0.335  0.09
0.013875  0.345  0.11
0.013875  0.355  0.07
0.013875  0.365  0.09
0.013875  0.375  0.05
0.013875  0.385  0.06
0.013875  0.395  0.05
0.019625  0.045  0.21
0.019625  0.055  0.22
0.019625  0.065  0.24
0.019625  0.075  0.3
0.019625  0.085  0.3
0.019625  0.095  0.26
0.019625  0.105  0.28
0.019625  0.115  0.31
0.019625  0.125  0.25
0.019625  0.135  0.34
0.019625  0.145  0.28
0.019625  0.155  0.26
0.019625  0.165  0.28
0.019625  0.175  0.27
0.019625  0.185  0.23
0.019625  0.195  0.29
0.019625  0.205  0.23
0.019625  0.215  0.2
0.019625  0.225  0.18
0.019625  0.235  0.2
0.019625  0.245  0.19
0.019625  0.255  0.13
0.019625  0.265  0.2
0.019625  0.275  0.13
0.019625  0.285  0.14
0.019625  0.295  0.12
0.019625  0.305  0.11
0.019625  0.315  0.13
0.019625  0.325  0.12
0.019625  0.335  0.08
0.019625  0.345  0.1
0.019625  0.355  0.06
0.019625  0.365  0.05
0.019625  0.375  0.06
0.019625  0.385  0.05
0.019625  0.395  0.06
0.025375  0.055  0.23
0.025375  0.065  0.22
0.025375  0.075  0.27
0.025375  0.085  0.18
0.025375  0.095  0.19
0.025375  0.105  0.18
0.025375  0.115  0.24
0.025375  0.125  0.24
0.025375  0.135  0.27
0.025375  0.145  0.2
0.025375  0.155  0.22
0.025375  0.165  0.19
0.025375  0.175  0.23
0.025375  0.185  0.24
0.025375  0.195  0.21
0.025375  0.205  0.24
0.025375  0.215  0.21
0.025375  0.225  0.16
0.025375  0.235  0.14
0.025375  0.245  0.17
0.025375  0.255  0.16
0.025375  0.265  0.14
0.025375  0.275  0.13
0.025375  0.285  0.09
0.025375  0.295  0.11
0.025375  0.305  0.13
0.025375  0.315  0.07
0.025375  0.325  0.1
0.025375  0.335  0.07
0.025375  0.345  0.08
0.025375  0.355  0.1
0.025375  0.365  0.05
0.025375  0.375  0.04
0.025375  0.385  0.05
0.025375  0.395  0.04
0.031125  0.065  0.21
0.031125  0.075  0.21
0.031125  0.085  0.2
0.031125  0.095  0.22
0.031125  0.105  0.21
0.031125  0.115  0.16
0.031125  0.125  0.2
0.031125  0.135  0.18
0.031125  0.145  0.16
0.031125  0.155  0.21
0.031125  0.165  0.18
0.031125  0.175  0.18
0.031125  0.185  0.16
0.031125  0.195  0.19
0.031125  0.205  0.16
0.031125  0.215  0.18
0.031125  0.225  0.15
0.031125  0.235  0.11
0.031125  0.245  0.12
0.031125  0.255  0.18
0.031125  0.265  0.13
0.031125  0.275  0.09
0.031125  0.285  0.09
0.031125  0.295  0.1
0.031125  0.305  0.08
0.031125  0.315  0.08
0.031125  0.325  0.1
0.031125  0.335  0.07
0.031125  0.345  0.09
0.031125  0.355  0.05
0.031125  0.365  0.05
0.031125  0.375  0.07
0.031125  0.385  0.03
0.031125  0.395  0.03
0.036875  0.075  0.17
0.036875  0.085  0.14
0.036875  0.095  0.13
0.036875  0.105  0.12
0.036875  0.115  0.16
0.036875  0.125  0.15
0.036875  0.135  0.16
0.036875  0.145  0.16
0.036875  0.155  0.16
0.036875  0.165  0.16
0.036875  0.175  0.14
0.036875  0.185  0.15
0.036875  0.195  0.09
0.036875  0.205  0.16
0.036875  0.215  0.11
0.036875  0.225  0.09
0.036875  0.235  0.15
0.036875  0.245  0.12
0.036875  0.255  0.14
0.036875  0.265  0.12
0.036875  0.275  0.08
0.036875  0.285  0.11
0.036875  0.295  0.06
0.036875  0.305  0.07
0.036875  0.315  0.05
0.036875  0.325  0.04
0.036875  0.335  0.08
0.036875  0.345  0.07
0.036875  0.355  0.07
0.036875  0.365  0.05
0.036875  0.375  0.06
0.036875  0.385  0.02
0.036875  0.395  0.05
0.042625  0.095  0.12
0.042625  0.105  0.14
0.042625  0.115  0.13
0.042625  0.125  0.11
0.042625  0.135  0.11
0.042625  0.145  0.09
0.042625  0.155  0.13
0.042625  0.165  0.11
0.042625  0.175  0.11
0.042625  0.185  0.11
0.042625  0.195  0.13
0.042625  0.205  0.1
0.042625  0.215  0.12
0.042625  0.225  0.09
0.042625  0.235  0.12
0.042625  0.245  0.1
0.042625  0.255  0.08
0.042625  0.265  0.09
0.042625  0.275  0.07
0.042625  0.285  0.06
0.042625  0.295  0.04
0.042625  0.305  0.04
0.042625  0.315  0.05
0.042625  0.325  0.05
0.042625  0.335  0.05
0.042625  0.345  0.03
0.042625  0.355  0.03
0.042625  0.365  0.04
0.042625  0.375  0.04
0.042625  0.385  0.03
0.042625  0.395  0.01
0.048375  0.105  0.12
0.048375  0.115  0.09
0.048375  0.125  0.11
0.048375  0.135  0.13
0.048375  0.145  0.11
0.048375  0.155  0.1
0.048375  0.165  0.1
0.048375  0.175  0.09
0.048375  0.185  0.1
0.048375  0.195  0.08
0.048375  0.205  0.08
0.048375  0.215  0.07
0.048375  0.225  0.07
0.048375  0.235  0.09
0.048375  0.245  0.07
0.048375  0.255  0.07
0.048375  0.265  0.04
0.048375  0.275  0.06
0.048375  0.285  0.05
0.048375  0.295  0.05
0.048375  0.305  0.04
0.048375  0.315  0.03
0.048375  0.325  0.03
0.048375  0.335  0.02
0.048375  0.345  0.04
0.048375  0.355  0.04
0.048375  0.365  0.02
0.048375  0.375  0.02
0.048375  0.385  0.03
0.048375  0.395  0.01
0.054125  0.115  0.06
0.054125  0.125  0.1
0.054125  0.135  0.09
0.054125  0.145  0.07
0.054125  0.155  0.09
0.054125  0.165  0.04
0.054125  0.175  0.07
0.054125  0.185  0.07
0.054125  0.195  0.05
0.054125  0.205  0.08
0.054125  0.215  0.06
0.054125  0.225  0.05
0.054125  0.235  0.05
0.054125  0.245  0.08
0.054125  0.255  0.05
0.054125  0.265  0.04
0.054125  0.275  0.07
0.054125  0.285  0.04
0.054125  0.295  0.05
0.054125  0.305  0.05
0.054125  0.315  0.03
0.054125  0.325  0.04
0.054125  0.335  0.04
0.054125  0.345  0.02
0.054125  0.355  0.02
0.054125  0.365  0.03
0.054125  0.375  0.01
0.054125  0.385  0.01
0.054125  0.395  0.02
0.059875  0.125  0.06
0.059875  0.135  0.04
0.059875  0.145  0.07
0.059875  0.155  0.06
0.059875  0.165  0.06
0.059875  0.175  0.07
0.059875  0.185  0.05
0.059875  0.195  0.09
0.059875  0.205  0.07
0.059875  0.215  0.05
0.059875  0.225  0.04
0.059875  0.235  0.05
0.059875  0.245  0.05
0.059875  0.255  0.03
0.059875  0.265  0.04
