%auto-ignore
#2D Feldman-Cousin p-values (statistical only) for AFB and FH for the decay B+->K+mumu,
# obtained from the measurements described in LHCb-PAPER-2014-007

#The q2 range for these values is 15.00 < q2 < 16.00 GeV^{2}/c^{4}

# AFB     FH   p-value
-0.05375  0.155  0.73
-0.05375  0.165  0.63
-0.05375  0.175  0.68
-0.05375  0.185  0.64
-0.05375  0.195  0.56
-0.05375  0.205  0.52
-0.05375  0.215  0.4
-0.05375  0.225  0.41
-0.05375  0.235  0.31
-0.05375  0.245  0.31
-0.05375  0.255  0.26
-0.05375  0.265  0.19
-0.05375  0.275  0.17
-0.05375  0.285  0.24
-0.05375  0.295  0.16
-0.05375  0.305  0.13
-0.05375  0.315  0.1
-0.05375  0.325  0.06
-0.05375  0.335  0.04
-0.05375  0.345  0.08
-0.05375  0.355  0.05
-0.05375  0.365  0.01
-0.05375  0.375  0.04
-0.05375  0.385  0.03
-0.05375  0.395  0.03
-0.04625  0.095  0.81
-0.04625  0.105  0.81
-0.04625  0.115  0.79
-0.04625  0.125  0.75
-0.04625  0.135  0.81
-0.04625  0.145  0.68
-0.04625  0.155  0.66
-0.04625  0.165  0.58
-0.04625  0.175  0.6
-0.04625  0.185  0.55
-0.04625  0.195  0.44
-0.04625  0.205  0.46
-0.04625  0.215  0.43
-0.04625  0.225  0.32
-0.04625  0.235  0.32
-0.04625  0.245  0.28
-0.04625  0.255  0.22
-0.04625  0.265  0.2
-0.04625  0.275  0.16
-0.04625  0.285  0.17
-0.04625  0.295  0.16
-0.04625  0.305  0.13
-0.04625  0.315  0.09
-0.04625  0.325  0.1
-0.04625  0.335  0.08
-0.04625  0.345  0.08
-0.04625  0.355  0.06
-0.04625  0.365  0.03
-0.04625  0.375  0.04
-0.04625  0.385  0.04
-0.04625  0.395  0.02
-0.03875  0.085  0.63
-0.03875  0.095  0.64
-0.03875  0.105  0.63
-0.03875  0.115  0.71
-0.03875  0.125  0.67
-0.03875  0.135  0.68
-0.03875  0.145  0.63
-0.03875  0.155  0.59
-0.03875  0.165  0.55
-0.03875  0.175  0.46
-0.03875  0.185  0.44
-0.03875  0.195  0.47
-0.03875  0.205  0.37
-0.03875  0.215  0.36
-0.03875  0.225  0.24
-0.03875  0.235  0.27
-0.03875  0.245  0.29
-0.03875  0.255  0.21
-0.03875  0.265  0.16
-0.03875  0.275  0.17
-0.03875  0.285  0.13
-0.03875  0.295  0.13
-0.03875  0.305  0.12
-0.03875  0.315  0.09
-0.03875  0.325  0.04
-0.03875  0.335  0.06
-0.03875  0.345  0.04
-0.03875  0.355  0.04
-0.03875  0.365  0.02
-0.03875  0.375  0.01
-0.03875  0.385  0.04
-0.03875  0.395  0.02
-0.03125  0.065  0.51
-0.03125  0.075  0.54
-0.03125  0.085  0.52
-0.03125  0.095  0.59
-0.03125  0.105  0.64
-0.03125  0.115  0.51
-0.03125  0.125  0.52
-0.03125  0.135  0.54
-0.03125  0.145  0.52
-0.03125  0.155  0.45
-0.03125  0.165  0.5
-0.03125  0.175  0.45
-0.03125  0.185  0.43
-0.03125  0.195  0.46
-0.03125  0.205  0.32
-0.03125  0.215  0.32
-0.03125  0.225  0.21
-0.03125  0.235  0.21
-0.03125  0.245  0.19
-0.03125  0.255  0.22
-0.03125  0.265  0.17
-0.03125  0.275  0.15
-0.03125  0.285  0.13
-0.03125  0.295  0.08
-0.03125  0.305  0.12
-0.03125  0.315  0.08
-0.03125  0.325  0.03
-0.03125  0.335  0.06
-0.03125  0.345  0.01
-0.03125  0.355  0.03
-0.03125  0.365  0.04
-0.03125  0.375  0.02
-0.03125  0.395  0.01
-0.02375  0.055  0.47
-0.02375  0.065  0.49
-0.02375  0.075  0.49
-0.02375  0.085  0.43
-0.02375  0.095  0.44
-0.02375  0.105  0.49
-0.02375  0.115  0.52
-0.02375  0.125  0.47
-0.02375  0.135  0.5
-0.02375  0.145  0.37
-0.02375  0.155  0.44
-0.02375  0.165  0.38
-0.02375  0.175  0.34
-0.02375  0.185  0.27
-0.02375  0.195  0.29
-0.02375  0.205  0.29
-0.02375  0.215  0.26
-0.02375  0.225  0.27
-0.02375  0.235  0.14
-0.02375  0.245  0.22
-0.02375  0.255  0.17
-0.02375  0.265  0.13
-0.02375  0.275  0.14
-0.02375  0.285  0.07
-0.02375  0.295  0.14
-0.02375  0.305  0.04
-0.02375  0.315  0.08
-0.02375  0.325  0.04
-0.02375  0.335  0.03
-0.02375  0.345  0.01
-0.02375  0.355  0.05
-0.02375  0.365  0.02
-0.02375  0.375  0.02
-0.02375  0.385  0.02
-0.02375  0.395  0.02
-0.01625  0.035  0.24
-0.01625  0.045  0.32
-0.01625  0.055  0.33
-0.01625  0.065  0.3
-0.01625  0.075  0.31
-0.01625  0.085  0.31
-0.01625  0.095  0.4
-0.01625  0.105  0.38
-0.01625  0.115  0.35
-0.01625  0.125  0.39
-0.01625  0.135  0.35
-0.01625  0.145  0.34
-0.01625  0.155  0.27
-0.01625  0.165  0.32
-0.01625  0.175  0.28
-0.01625  0.185  0.24
-0.01625  0.195  0.22
-0.01625  0.205  0.18
-0.01625  0.215  0.19
-0.01625  0.225  0.21
-0.01625  0.235  0.14
-0.01625  0.245  0.1
-0.01625  0.255  0.17
-0.01625  0.265  0.14
-0.01625  0.275  0.06
-0.01625  0.285  0.09
-0.01625  0.295  0.06
-0.01625  0.305  0.05
-0.01625  0.315  0.04
-0.01625  0.325  0.05
-0.01625  0.335  0.01
-0.01625  0.345  0.03
-0.01625  0.355  0.02
-0.01625  0.365  0.03
-0.01625  0.375  0.01
-0.01625  0.385  0.02
-0.01625  0.395  0.01
-0.00875  0.025  0.17
-0.00875  0.035  0.14
-0.00875  0.045  0.22
-0.00875  0.055  0.22
-0.00875  0.065  0.26
-0.00875  0.075  0.24
-0.00875  0.085  0.29
-0.00875  0.095  0.29
-0.00875  0.105  0.32
-0.00875  0.115  0.29
-0.00875  0.125  0.26
-0.00875  0.135  0.28
-0.00875  0.145  0.24
-0.00875  0.155  0.22
-0.00875  0.165  0.28
-0.00875  0.175  0.21
-0.00875  0.185  0.26
-0.00875  0.195  0.17
-0.00875  0.205  0.2
-0.00875  0.215  0.2
-0.00875  0.225  0.14
-0.00875  0.235  0.11
-0.00875  0.245  0.13
-0.00875  0.255  0.1
-0.00875  0.265  0.09
-0.00875  0.275  0.07
-0.00875  0.285  0.08
-0.00875  0.295  0.08
-0.00875  0.305  0.08
-0.00875  0.315  0.05
-0.00875  0.325  0.05
-0.00875  0.335  0.02
-0.00875  0.345  0.02
-0.00875  0.355  0.01
-0.00875  0.365  0.03
-0.00875  0.375  0.02
-0.00875  0.385  0.01
-0.00875  0.395  0.01
-0.00125  0.005  0.1
-0.00125  0.015  0.1
-0.00125  0.025  0.13
-0.00125  0.035  0.08
-0.00125  0.045  0.14
-0.00125  0.055  0.13
-0.00125  0.065  0.16
-0.00125  0.075  0.18
-0.00125  0.085  0.19
-0.00125  0.095  0.17
-0.00125  0.105  0.18
-0.00125  0.115  0.18
-0.00125  0.125  0.17
-0.00125  0.135  0.18
-0.00125  0.145  0.22
-0.00125  0.155  0.17
-0.00125  0.165  0.21
-0.00125  0.175  0.17
-0.00125  0.185  0.16
-0.00125  0.195  0.14
-0.00125  0.205  0.15
-0.00125  0.215  0.13
-0.00125  0.225  0.14
-0.00125  0.235  0.13
-0.00125  0.245  0.13
-0.00125  0.255  0.06
-0.00125  0.265  0.06
-0.00125  0.275  0.07
-0.00125  0.285  0.04
-0.00125  0.295  0.05
-0.00125  0.305  0.06
-0.00125  0.315  0.03
-0.00125  0.325  0.03
-0.00125  0.335  0.02
-0.00125  0.345  0.03
-0.00125  0.355  0.03
-0.00125  0.365  0.02
-0.00125  0.375  0.03
-0.00125  0.385  0.01
-0.00125  0.395  0.02
0.00625  0.015  0.09
0.00625  0.025  0.11
0.00625  0.035  0.14
0.00625  0.045  0.08
0.00625  0.055  0.1
0.00625  0.065  0.11
0.00625  0.075  0.09
0.00625  0.085  0.1
0.00625  0.095  0.1
0.00625  0.105  0.11
0.00625  0.115  0.14
0.00625  0.125  0.08
0.00625  0.135  0.13
0.00625  0.145  0.14
0.00625  0.155  0.15
0.00625  0.165  0.16
0.00625  0.175  0.15
0.00625  0.185  0.11
0.00625  0.195  0.13
0.00625  0.205  0.07
0.00625  0.215  0.09
0.00625  0.225  0.04
0.00625  0.235  0.07
0.00625  0.245  0.08
0.00625  0.255  0.06
0.00625  0.265  0.04
0.00625  0.275  0.07
0.00625  0.285  0.05
0.00625  0.295  0.03
0.00625  0.305  0.04
0.00625  0.315  0.06
0.00625  0.325  0.02
0.00625  0.335  0.03
0.00625  0.345  0.03
0.00625  0.365  0.01
0.00625  0.375  0.01
0.00625  0.385  0.01
0.00625  0.395  0.01
0.01375  0.035  0.05
0.01375  0.045  0.09
0.01375  0.055  0.06
0.01375  0.065  0.07
0.01375  0.075  0.11
0.01375  0.085  0.08
0.01375  0.095  0.07
0.01375  0.105  0.08
0.01375  0.115  0.08
0.01375  0.125  0.08
0.01375  0.135  0.04
0.01375  0.145  0.09
0.01375  0.155  0.07
0.01375  0.165  0.08
0.01375  0.175  0.12
0.01375  0.185  0.09
0.01375  0.195  0.03
0.01375  0.205  0.08
0.01375  0.215  0.06
0.01375  0.225  0.03
0.01375  0.235  0.04
0.01375  0.245  0.06
0.01375  0.255  0.07
0.01375  0.265  0.04
0.01375  0.275  0.05
0.01375  0.285  0.01
0.01375  0.295  0.03
0.01375  0.305  0.03
0.01375  0.315  0.02
0.01375  0.325  0.01
0.01375  0.335  0.03
0.01375  0.365  0.01
0.01375  0.375  0.01
0.01375  0.395  0.01
0.02125  0.045  0.04
0.02125  0.055  0.03
0.02125  0.065  0.09
0.02125  0.075  0.04
0.02125  0.085  0.06
0.02125  0.095  0.08
0.02125  0.105  0.08
0.02125  0.115  0.06
0.02125  0.125  0.06
0.02125  0.135  0.03
0.02125  0.145  0.04
0.02125  0.155  0.09
0.02125  0.165  0.05
0.02125  0.175  0.03
0.02125  0.185  0.06
0.02125  0.195  0.05
0.02125  0.205  0.06
0.02125  0.215  0.02
0.02125  0.225  0.05
0.02125  0.235  0.03
0.02125  0.245  0.05
0.02125  0.255  0.03
0.02125  0.265  0.03
0.02125  0.275  0.04
0.02125  0.285  0.02
0.02125  0.295  0.03
0.02125  0.305  0.01
0.02125  0.315  0.02
0.02125  0.325  0.01
0.02125  0.335  0.01
0.02125  0.355  0.01
0.02125  0.365  0.01
0.02125  0.385  0.01
0.02875  0.065  0.04
0.02875  0.075  0.03
0.02875  0.085  0.01
0.02875  0.095  0.06
0.02875  0.105  0.04
0.02875  0.115  0.05
0.02875  0.125  0.04
0.02875  0.135  0.08
0.02875  0.145  0.05
0.02875  0.155  0.07
0.02875  0.165  0.02
0.02875  0.175  0.03
0.02875  0.185  0.02
0.02875  0.195  0.03
0.02875  0.205  0.01
0.02875  0.215  0.03
0.02875  0.225  0.02
0.02875  0.235  0.03
0.02875  0.245  0.02
0.02875  0.255  0.03
0.02875  0.265  0.01
0.02875  0.275  0.02
0.02875  0.285  0.01
0.02875  0.295  0.03
0.02875  0.305  0.01
0.02875  0.315  0.01
0.02875  0.325  0.01
0.02875  0.355  0.01
0.02875  0.365  0.01
0.02875  0.385  0.01
0.03625  0.075  0.03
0.03625  0.085  0.01
0.03625  0.095  0.01
0.03625  0.105  0.01
0.03625  0.115  0.03
0.03625  0.125  0.02
0.03625  0.135  0.03
0.03625  0.145  0.04
0.03625  0.155  0.03
0.03625  0.165  0.03
0.03625  0.175  0.01
0.03625  0.185  0.03
0.03625  0.195  0.03
0.03625  0.205  0.04
0.03625  0.215  0.03
0.03625  0.225  0.03
0.03625  0.235  0.03
0.03625  0.245  0.02
0.03625  0.255  0.02
0.03625  0.265  0.01
0.03625  0.275  0.01
0.03625  0.285  0.01
0.03625  0.295  0.01
0.03625  0.325  0.03
0.03625  0.335  0.01
0.03625  0.345  0.02
0.03625  0.355  0.02
0.03625  0.385  0.01
0.04375  0.095  0.01
0.04375  0.115  0.03
0.04375  0.125  0.02
0.04375  0.135  0.03
0.04375  0.145  0.03
0.04375  0.155  0.01
0.04375  0.165  0.01
0.04375  0.175  0.02
0.04375  0.185  0.03
0.04375  0.215  0.04
0.04375  0.225  0.01
0.04375  0.235  0.01
0.04375  0.255  0.01
0.04375  0.265  0.01
0.04375  0.285  0.01
0.04375  0.295  0.01
0.04375  0.305  0.01
0.04375  0.325  0.01
0.04375  0.345  0.01
0.04375  0.385  0.01
0.05125  0.105  0.02
0.05125  0.115  0.01
0.05125  0.125  0.01
0.05125  0.135  0.01
0.05125  0.165  0.02
0.05125  0.175  0.01
0.05125  0.185  0.01
0.05125  0.195  0.01
0.05125  0.215  0.02
0.05125  0.225  0.02
0.05125  0.235  0.01
0.05125  0.255  0.02
0.05125  0.265  0.01
0.05125  0.275  0.02
0.05125  0.285  0.01
0.05875  0.125  0.01
0.05875  0.135  0.01
0.05875  0.165  0.01
0.05875  0.175  0.01
0.05875  0.185  0.01
0.05875  0.205  0.01
0.05875  0.235  0.01
0.05875  0.255  0.01
0.05875  0.265  0.01
0.05875  0.275  0.01
0.05875  0.315  0.01
0.06625  0.155  0.01
0.06625  0.205  0.01
0.06625  0.225  0.01
0.06625  0.255  0.01
0.06625  0.315  0.01
0.07375  0.205  0.01
0.07375  0.325  0.01
0.07375  0.345  0.01
0.08125  0.215  0.01
0.08125  0.235  0.01
0.08125  0.245  0.01
0.08125  0.275  0.01
0.08125  0.285  0.01
0.08875  0.215  0.01
0.09625  0.285  0.01
0.09625  0.305  0.01
