%auto-ignore
#2D Feldman-Cousin p-values (statistical only) for AFB and FH for the decay B+->K+mumu,
# obtained from the measurements described in LHCb-PAPER-2014-007

#The q2 range for these values is 17.00 < q2 < 18.00 GeV^{2}/c^{4}

# AFB     FH   p-value
-0.075  0.38325  0.01
-0.075  0.41475  0.01
-0.069  0.14175  0.39
-0.069  0.15225  0.31
-0.069  0.16275  0.3
-0.069  0.17325  0.26
-0.069  0.18375  0.27
-0.069  0.19425  0.26
-0.069  0.20475  0.16
-0.069  0.21525  0.21
-0.069  0.22575  0.19
-0.069  0.23625  0.17
-0.069  0.24675  0.12
-0.069  0.25725  0.16
-0.069  0.26775  0.08
-0.069  0.27825  0.08
-0.069  0.28875  0.03
-0.069  0.29925  0.06
-0.069  0.30975  0.04
-0.069  0.32025  0.02
-0.069  0.33075  0.01
-0.069  0.34125  0.03
-0.069  0.35175  0.04
-0.069  0.36225  0.01
-0.069  0.37275  0.01
-0.069  0.38325  0.01
-0.069  0.39375  0.01
-0.063  0.13125  0.41
-0.063  0.14175  0.43
-0.063  0.15225  0.41
-0.063  0.16275  0.37
-0.063  0.17325  0.34
-0.063  0.18375  0.32
-0.063  0.19425  0.27
-0.063  0.20475  0.25
-0.063  0.21525  0.24
-0.063  0.22575  0.16
-0.063  0.23625  0.14
-0.063  0.24675  0.11
-0.063  0.25725  0.12
-0.063  0.26775  0.11
-0.063  0.27825  0.04
-0.063  0.28875  0.07
-0.063  0.29925  0.04
-0.063  0.30975  0.05
-0.063  0.32025  0.07
-0.063  0.33075  0.04
-0.063  0.34125  0.02
-0.063  0.35175  0.01
-0.063  0.36225  0.01
-0.063  0.37275  0.01
-0.063  0.38325  0.01
-0.063  0.39375  0.01
-0.063  0.40425  0.01
-0.063  0.41475  0.01
-0.057  0.12075  0.52
-0.057  0.13125  0.53
-0.057  0.14175  0.49
-0.057  0.15225  0.52
-0.057  0.16275  0.44
-0.057  0.17325  0.39
-0.057  0.18375  0.31
-0.057  0.19425  0.34
-0.057  0.20475  0.26
-0.057  0.21525  0.26
-0.057  0.22575  0.16
-0.057  0.23625  0.19
-0.057  0.24675  0.19
-0.057  0.25725  0.08
-0.057  0.26775  0.06
-0.057  0.27825  0.07
-0.057  0.28875  0.06
-0.057  0.29925  0.08
-0.057  0.30975  0.02
-0.057  0.32025  0.01
-0.057  0.33075  0.01
-0.057  0.34125  0.02
-0.057  0.35175  0.03
-0.057  0.37275  0.01
-0.057  0.38325  0.01
-0.057  0.39375  0.01
-0.057  0.41475  0.01
-0.051  0.11025  0.62
-0.051  0.12075  0.63
-0.051  0.13125  0.63
-0.051  0.14175  0.64
-0.051  0.15225  0.52
-0.051  0.16275  0.62
-0.051  0.17325  0.44
-0.051  0.18375  0.41
-0.051  0.19425  0.44
-0.051  0.20475  0.32
-0.051  0.21525  0.29
-0.051  0.22575  0.26
-0.051  0.23625  0.19
-0.051  0.24675  0.21
-0.051  0.25725  0.17
-0.051  0.26775  0.14
-0.051  0.27825  0.09
-0.051  0.28875  0.07
-0.051  0.29925  0.06
-0.051  0.30975  0.03
-0.051  0.32025  0.05
-0.051  0.33075  0.03
-0.051  0.34125  0.03
-0.051  0.35175  0.01
-0.051  0.36225  0.02
-0.051  0.37275  0.01
-0.051  0.40425  0.01
-0.051  0.41475  0.01
-0.045  0.09975  0.76
-0.045  0.11025  0.82
-0.045  0.12075  0.79
-0.045  0.13125  0.72
-0.045  0.14175  0.74
-0.045  0.15225  0.68
-0.045  0.16275  0.57
-0.045  0.17325  0.48
-0.045  0.18375  0.47
-0.045  0.19425  0.47
-0.045  0.20475  0.32
-0.045  0.21525  0.33
-0.045  0.22575  0.27
-0.045  0.23625  0.17
-0.045  0.24675  0.17
-0.045  0.25725  0.16
-0.045  0.26775  0.11
-0.045  0.27825  0.09
-0.045  0.28875  0.07
-0.045  0.29925  0.1
-0.045  0.30975  0.07
-0.045  0.32025  0.04
-0.045  0.33075  0.05
-0.045  0.34125  0.03
-0.045  0.35175  0.01
-0.045  0.36225  0.01
-0.045  0.37275  0.01
-0.045  0.38325  0.01
-0.045  0.39375  0.01
-0.045  0.41475  0.01
-0.039  0.07875  0.86
-0.039  0.08925  0.89
-0.039  0.09975  0.9
-0.039  0.11025  0.89
-0.039  0.12075  0.84
-0.039  0.13125  0.77
-0.039  0.14175  0.73
-0.039  0.15225  0.65
-0.039  0.16275  0.61
-0.039  0.17325  0.61
-0.039  0.18375  0.47
-0.039  0.19425  0.36
-0.039  0.20475  0.39
-0.039  0.21525  0.39
-0.039  0.22575  0.31
-0.039  0.23625  0.29
-0.039  0.24675  0.17
-0.039  0.25725  0.14
-0.039  0.26775  0.11
-0.039  0.27825  0.09
-0.039  0.28875  0.1
-0.039  0.29925  0.09
-0.039  0.30975  0.06
-0.039  0.32025  0.05
-0.039  0.33075  0.02
-0.039  0.34125  0.02
-0.039  0.35175  0.01
-0.039  0.37275  0.01
-0.039  0.38325  0.01
-0.039  0.39375  0.01
-0.039  0.40425  0.01
-0.033  0.06825  0.92
-0.033  0.07875  0.97
-0.033  0.08925  0.97
-0.033  0.09975  0.93
-0.033  0.11025  0.89
-0.033  0.12075  0.86
-0.033  0.13125  0.78
-0.033  0.14175  0.71
-0.033  0.15225  0.64
-0.033  0.16275  0.62
-0.033  0.17325  0.59
-0.033  0.18375  0.52
-0.033  0.19425  0.45
-0.033  0.20475  0.42
-0.033  0.21525  0.32
-0.033  0.22575  0.28
-0.033  0.23625  0.24
-0.033  0.24675  0.19
-0.033  0.25725  0.11
-0.033  0.26775  0.17
-0.033  0.27825  0.12
-0.033  0.28875  0.07
-0.033  0.29925  0.09
-0.033  0.30975  0.05
-0.033  0.32025  0.04
-0.033  0.33075  0.04
-0.033  0.34125  0.02
-0.033  0.35175  0.03
-0.033  0.36225  0.01
-0.033  0.37275  0.01
-0.033  0.38325  0.01
-0.033  0.39375  0.01
-0.033  0.41475  0.01
-0.027  0.05775  0.92
-0.027  0.06825  0.99
-0.027  0.07875  0.97
-0.027  0.08925  0.96
-0.027  0.09975  0.92
-0.027  0.11025  0.91
-0.027  0.12075  0.87
-0.027  0.13125  0.78
-0.027  0.14175  0.72
-0.027  0.15225  0.64
-0.027  0.16275  0.54
-0.027  0.17325  0.47
-0.027  0.18375  0.52
-0.027  0.19425  0.47
-0.027  0.20475  0.39
-0.027  0.21525  0.29
-0.027  0.22575  0.28
-0.027  0.23625  0.19
-0.027  0.24675  0.14
-0.027  0.25725  0.19
-0.027  0.26775  0.14
-0.027  0.27825  0.12
-0.027  0.28875  0.04
-0.027  0.29925  0.07
-0.027  0.30975  0.06
-0.027  0.32025  0.06
-0.027  0.33075  0.05
-0.027  0.34125  0.04
-0.027  0.35175  0.03
-0.027  0.36225  0.03
-0.027  0.37275  0.02
-0.027  0.38325  0.01
-0.027  0.39375  0.01
-0.027  0.41475  0.01
-0.021  0.04725  0.88
-0.021  0.05775  0.95
-0.021  0.06825  0.97
-0.021  0.07875  0.95
-0.021  0.08925  0.97
-0.021  0.09975  0.89
-0.021  0.11025  0.91
-0.021  0.12075  0.86
-0.021  0.13125  0.79
-0.021  0.14175  0.74
-0.021  0.15225  0.68
-0.021  0.16275  0.56
-0.021  0.17325  0.59
-0.021  0.18375  0.45
-0.021  0.19425  0.4
-0.021  0.20475  0.41
-0.021  0.21525  0.34
-0.021  0.22575  0.26
-0.021  0.23625  0.16
-0.021  0.24675  0.21
-0.021  0.25725  0.19
-0.021  0.26775  0.12
-0.021  0.27825  0.11
-0.021  0.28875  0.09
-0.021  0.29925  0.08
-0.021  0.30975  0.08
-0.021  0.32025  0.04
-0.021  0.33075  0.02
-0.021  0.34125  0.07
-0.021  0.35175  0.02
-0.021  0.36225  0.02
-0.021  0.37275  0.01
-0.021  0.38325  0.01
-0.021  0.39375  0.01
-0.021  0.40425  0.01
-0.015  0.03675  0.68
-0.015  0.04725  0.9
-0.015  0.05775  0.88
-0.015  0.06825  0.92
-0.015  0.07875  0.89
-0.015  0.08925  0.88
-0.015  0.09975  0.86
-0.015  0.11025  0.84
-0.015  0.12075  0.79
-0.015  0.13125  0.72
-0.015  0.14175  0.63
-0.015  0.15225  0.58
-0.015  0.16275  0.58
-0.015  0.17325  0.42
-0.015  0.18375  0.47
-0.015  0.19425  0.34
-0.015  0.20475  0.33
-0.015  0.21525  0.28
-0.015  0.22575  0.21
-0.015  0.23625  0.22
-0.015  0.24675  0.12
-0.015  0.25725  0.17
-0.015  0.26775  0.11
-0.015  0.27825  0.1
-0.015  0.28875  0.07
-0.015  0.29925  0.09
-0.015  0.30975  0.06
-0.015  0.32025  0.06
-0.015  0.33075  0.01
-0.015  0.34125  0.01
-0.015  0.35175  0.01
-0.015  0.36225  0.01
-0.015  0.37275  0.01
-0.015  0.38325  0.01
-0.015  0.39375  0.03
-0.015  0.41475  0.01
-0.009  0.02625  0.57
-0.009  0.03675  0.65
-0.009  0.04725  0.8
-0.009  0.05775  0.81
-0.009  0.06825  0.78
-0.009  0.07875  0.85
-0.009  0.08925  0.83
-0.009  0.09975  0.77
-0.009  0.11025  0.76
-0.009  0.12075  0.68
-0.009  0.13125  0.62
-0.009  0.14175  0.61
-0.009  0.15225  0.56
-0.009  0.16275  0.54
-0.009  0.17325  0.48
-0.009  0.18375  0.49
-0.009  0.19425  0.36
-0.009  0.20475  0.32
-0.009  0.21525  0.27
-0.009  0.22575  0.26
-0.009  0.23625  0.19
-0.009  0.24675  0.17
-0.009  0.25725  0.14
-0.009  0.26775  0.12
-0.009  0.27825  0.07
-0.009  0.28875  0.08
-0.009  0.29925  0.07
-0.009  0.30975  0.08
-0.009  0.32025  0.04
-0.009  0.33075  0.04
-0.009  0.34125  0.01
-0.009  0.35175  0.02
-0.009  0.36225  0.01
-0.009  0.37275  0.02
-0.009  0.41475  0.01
-0.003  0.01575  0.39
-0.003  0.02625  0.52
-0.003  0.03675  0.58
-0.003  0.04725  0.7
-0.003  0.05775  0.7
-0.003  0.06825  0.72
-0.003  0.07875  0.74
-0.003  0.08925  0.68
-0.003  0.09975  0.7
-0.003  0.11025  0.59
-0.003  0.12075  0.66
-0.003  0.13125  0.63
-0.003  0.14175  0.56
-0.003  0.15225  0.59
-0.003  0.16275  0.52
-0.003  0.17325  0.34
-0.003  0.18375  0.32
-0.003  0.19425  0.31
-0.003  0.20475  0.29
-0.003  0.21525  0.24
-0.003  0.22575  0.22
-0.003  0.23625  0.16
-0.003  0.24675  0.13
-0.003  0.25725  0.14
-0.003  0.26775  0.11
-0.003  0.27825  0.07
-0.003  0.28875  0.03
-0.003  0.29925  0.07
-0.003  0.30975  0.04
-0.003  0.32025  0.04
-0.003  0.33075  0.02
-0.003  0.34125  0.03
-0.003  0.35175  0.04
-0.003  0.36225  0.02
-0.003  0.37275  0.01
-0.003  0.38325  0.01
-0.003  0.39375  0.01
-0.003  0.41475  0.01
0.003  0.01575  0.31
0.003  0.02625  0.31
0.003  0.03675  0.43
0.003  0.04725  0.55
0.003  0.05775  0.65
0.003  0.06825  0.63
0.003  0.07875  0.66
0.003  0.08925  0.66
0.003  0.09975  0.64
0.003  0.11025  0.6
0.003  0.12075  0.58
0.003  0.13125  0.49
0.003  0.14175  0.47
0.003  0.15225  0.41
0.003  0.16275  0.39
0.003  0.17325  0.37
0.003  0.18375  0.25
0.003  0.19425  0.29
0.003  0.20475  0.23
0.003  0.21525  0.21
0.003  0.22575  0.19
0.003  0.23625  0.14
0.003  0.24675  0.09
0.003  0.25725  0.13
0.003  0.26775  0.11
0.003  0.27825  0.08
0.003  0.28875  0.08
0.003  0.29925  0.03
0.003  0.30975  0.03
0.003  0.32025  0.04
0.003  0.33075  0.04
0.003  0.34125  0.01
0.003  0.36225  0.02
0.003  0.37275  0.01
0.003  0.39375  0.02
0.003  0.40425  0.01
0.009  0.02625  0.31
0.009  0.03675  0.36
0.009  0.04725  0.4
0.009  0.05775  0.46
0.009  0.06825  0.47
0.009  0.07875  0.54
0.009  0.08925  0.53
0.009  0.09975  0.51
0.009  0.11025  0.54
0.009  0.12075  0.52
0.009  0.13125  0.43
0.009  0.14175  0.42
0.009  0.15225  0.32
0.009  0.16275  0.41
0.009  0.17325  0.34
0.009  0.18375  0.23
0.009  0.19425  0.28
0.009  0.20475  0.18
0.009  0.21525  0.14
0.009  0.22575  0.16
0.009  0.23625  0.19
0.009  0.24675  0.08
0.009  0.25725  0.05
0.009  0.26775  0.07
0.009  0.27825  0.03
0.009  0.28875  0.05
0.009  0.29925  0.04
0.009  0.30975  0.04
0.009  0.32025  0.02
0.009  0.33075  0.01
0.009  0.34125  0.04
0.009  0.35175  0.01
0.009  0.36225  0.02
0.009  0.37275  0.01
0.009  0.38325  0.01
0.009  0.39375  0.01
0.015  0.03675  0.25
0.015  0.04725  0.29
0.015  0.05775  0.27
0.015  0.06825  0.33
0.015  0.07875  0.28
0.015  0.08925  0.42
0.015  0.09975  0.42
0.015  0.11025  0.44
0.015  0.12075  0.37
0.015  0.13125  0.33
0.015  0.14175  0.37
0.015  0.15225  0.32
0.015  0.16275  0.28
0.015  0.17325  0.31
0.015  0.18375  0.22
0.015  0.19425  0.22
0.015  0.20475  0.14
0.015  0.21525  0.16
0.015  0.22575  0.13
0.015  0.23625  0.06
0.015  0.24675  0.09
0.015  0.25725  0.07
0.015  0.26775  0.06
0.015  0.27825  0.04
0.015  0.28875  0.04
0.015  0.29925  0.03
0.015  0.30975  0.03
0.015  0.32025  0.03
0.015  0.33075  0.04
0.015  0.34125  0.02
0.015  0.35175  0.02
0.015  0.36225  0.03
0.015  0.37275  0.01
0.015  0.38325  0.01
0.015  0.39375  0.02
0.015  0.40425  0.01
0.021  0.04725  0.14
0.021  0.05775  0.22
0.021  0.06825  0.27
0.021  0.07875  0.22
0.021  0.08925  0.3
0.021  0.09975  0.32
0.021  0.11025  0.25
0.021  0.12075  0.29
0.021  0.13125  0.26
0.021  0.14175  0.32
0.021  0.15225  0.24
0.021  0.16275  0.19
0.021  0.17325  0.14
0.021  0.18375  0.17
0.021  0.19425  0.16
0.021  0.20475  0.16
0.021  0.21525  0.11
0.021  0.22575  0.08
0.021  0.23625  0.09
0.021  0.24675  0.09
0.021  0.25725  0.09
0.021  0.26775  0.06
0.021  0.27825  0.04
0.021  0.28875  0.03
0.021  0.29925  0.03
0.021  0.30975  0.02
0.021  0.32025  0.02
0.021  0.33075  0.02
0.021  0.35175  0.02
0.021  0.36225  0.01
0.027  0.05775  0.18
0.027  0.06825  0.15
0.027  0.07875  0.16
0.027  0.08925  0.17
0.027  0.09975  0.24
0.027  0.11025  0.23
0.027  0.12075  0.19
0.027  0.13125  0.25
0.027  0.14175  0.19
0.027  0.15225  0.21
0.027  0.16275  0.17
0.027  0.17325  0.18
0.027  0.18375  0.16
0.027  0.19425  0.15
0.027  0.20475  0.18
0.027  0.21525  0.12
0.027  0.22575  0.09
0.027  0.23625  0.08
0.027  0.24675  0.06
0.027  0.25725  0.07
0.027  0.26775  0.08
0.027  0.27825  0.04
0.027  0.28875  0.05
0.027  0.29925  0.04
0.027  0.32025  0.03
0.027  0.33075  0.01
0.027  0.34125  0.01
0.027  0.36225  0.01
0.027  0.37275  0.02
0.027  0.38325  0.01
0.027  0.39375  0.01
0.027  0.40425  0.01
0.033  0.06825  0.13
0.033  0.07875  0.19
0.033  0.08925  0.12
0.033  0.09975  0.14
0.033  0.11025  0.13
0.033  0.12075  0.13
0.033  0.13125  0.12
0.033  0.14175  0.16
0.033  0.15225  0.19
0.033  0.16275  0.1
0.033  0.17325  0.15
0.033  0.18375  0.09
0.033  0.19425  0.11
0.033  0.20475  0.07
0.033  0.21525  0.07
0.033  0.22575  0.07
0.033  0.23625  0.04
0.033  0.24675  0.02
0.033  0.25725  0.03
0.033  0.26775  0.04
0.033  0.27825  0.03
0.033  0.28875  0.02
0.033  0.29925  0.02
0.033  0.30975  0.01
0.033  0.32025  0.01
0.033  0.33075  0.01
0.033  0.34125  0.02
0.033  0.35175  0.01
0.033  0.36225  0.01
0.033  0.38325  0.01
0.039  0.07875  0.07
0.039  0.08925  0.09
0.039  0.09975  0.12
0.039  0.11025  0.12
0.039  0.12075  0.09
0.039  0.13125  0.08
0.039  0.14175  0.13
0.039  0.15225  0.1
0.039  0.16275  0.07
0.039  0.17325  0.09
0.039  0.18375  0.05
0.039  0.19425  0.07
0.039  0.20475  0.07
0.039  0.21525  0.12
0.039  0.22575  0.05
0.039  0.23625  0.07
0.039  0.24675  0.04
0.039  0.25725  0.03
0.039  0.26775  0.04
0.039  0.27825  0.03
0.039  0.28875  0.01
0.039  0.29925  0.03
0.039  0.30975  0.01
0.039  0.32025  0.02
0.039  0.34125  0.01
0.039  0.35175  0.01
0.039  0.38325  0.01
0.039  0.41475  0.01
0.045  0.09975  0.08
0.045  0.11025  0.08
0.045  0.12075  0.1
0.045  0.13125  0.07
0.045  0.14175  0.07
0.045  0.15225  0.04
0.045  0.16275  0.06
0.045  0.17325  0.07
0.045  0.18375  0.07
0.045  0.19425  0.06
0.045  0.20475  0.04
0.045  0.21525  0.03
0.045  0.22575  0.04
0.045  0.23625  0.04
0.045  0.24675  0.02
0.045  0.25725  0.03
0.045  0.26775  0.01
0.045  0.27825  0.03
0.045  0.28875  0.01
0.045  0.30975  0.02
0.045  0.32025  0.01
0.045  0.33075  0.01
0.045  0.34125  0.01
0.045  0.36225  0.01
0.045  0.41475  0.01
0.051  0.11025  0.02
0.051  0.12075  0.04
0.051  0.13125  0.08
0.051  0.14175  0.03
0.051  0.15225  0.02
0.051  0.16275  0.04
0.051  0.17325  0.06
0.051  0.18375  0.04
0.051  0.19425  0.06
0.051  0.20475  0.03
0.051  0.21525  0.05
0.051  0.22575  0.03
0.051  0.23625  0.02
0.051  0.24675  0.04
0.051  0.25725  0.01
0.051  0.26775  0.01
0.051  0.27825  0.04
0.051  0.28875  0.03
0.051  0.29925  0.01
0.051  0.32025  0.01
0.051  0.33075  0.01
0.051  0.34125  0.01
0.051  0.37275  0.01
0.051  0.38325  0.01
0.051  0.41475  0.01
0.057  0.12075  0.04
0.057  0.13125  0.02
0.057  0.14175  0.01
0.057  0.15225  0.02
0.057  0.16275  0.04
0.057  0.17325  0.06
0.057  0.18375  0.03
0.057  0.19425  0.03
0.057  0.20475  0.02
0.057  0.21525  0.03
0.057  0.22575  0.01
0.057  0.23625  0.01
0.057  0.24675  0.01
0.057  0.25725  0.01
0.057  0.26775  0.01
0.057  0.27825  0.01
0.057  0.28875  0.01
0.057  0.29925  0.01
0.057  0.33075  0.01
0.063  0.13125  0.01
0.063  0.14175  0.01
0.063  0.15225  0.01
0.063  0.16275  0.01
0.063  0.17325  0.02
0.063  0.18375  0.02
0.063  0.19425  0.02
0.063  0.20475  0.01
0.063  0.21525  0.01
0.063  0.22575  0.03
0.063  0.23625  0.01
0.063  0.25725  0.01
0.063  0.26775  0.01
0.063  0.27825  0.01
0.063  0.28875  0.01
0.063  0.29925  0.01
0.063  0.32025  0.01
0.063  0.34125  0.01
0.063  0.35175  0.01
0.069  0.14175  0.01
0.069  0.15225  0.02
0.069  0.16275  0.02
0.069  0.17325  0.01
0.069  0.18375  0.01
0.069  0.19425  0.02
0.069  0.20475  0.01
0.069  0.21525  0.01
0.069  0.23625  0.01
0.069  0.24675  0.01
0.069  0.25725  0.01
0.069  0.26775  0.01
0.069  0.29925  0.01
0.069  0.30975  0.01
0.069  0.32025  0.01
0.069  0.34125  0.01
0.069  0.35175  0.01
0.069  0.37275  0.01
0.075  0.15225  0.01
0.075  0.16275  0.01
0.075  0.17325  0.01
0.075  0.18375  0.01
0.075  0.19425  0.01
0.075  0.20475  0.01
0.075  0.23625  0.01
0.075  0.24675  0.01
0.075  0.25725  0.01
0.075  0.27825  0.01
0.075  0.28875  0.01
0.075  0.30975  0.01
0.075  0.32025  0.01
0.075  0.34125  0.01
0.075  0.37275  0.01
0.081  0.16275  0.01
0.081  0.17325  0.01
0.081  0.18375  0.01
0.081  0.19425  0.01
0.081  0.30975  0.01
0.087  0.20475  0.01
0.087  0.25725  0.01
0.087  0.34125  0.01
0.093  0.21525  0.01
0.093  0.25725  0.01
0.093  0.26775  0.01
0.099  0.23625  0.01
0.099  0.25725  0.01
0.099  0.29925  0.01
0.105  0.24675  0.01
0.105  0.30975  0.01
