%auto-ignore
#2D Feldman-Cousin p-values (statistical only) for AFB and FH for the decay B+->K+mumu,
# obtained from the measurements described in LHCb-PAPER-2014-007

#The q2 range for these values is 18.00 < q2 < 19.00 GeV^{2}/c^{4}

# AFB     FH   p-value
-0.027  0.29925  0.22
-0.027  0.30975  0.16
-0.027  0.32025  0.15
-0.027  0.33075  0.14
-0.027  0.34125  0.11
-0.027  0.35175  0.06
-0.027  0.36225  0.07
-0.027  0.37275  0.13
-0.027  0.38325  0.06
-0.027  0.39375  0.03
-0.027  0.40425  0.04
-0.027  0.41475  0.07
-0.021  0.04725  0.32
-0.021  0.05775  0.36
-0.021  0.06825  0.47
-0.021  0.07875  0.56
-0.021  0.08925  0.63
-0.021  0.09975  0.63
-0.021  0.11025  0.62
-0.021  0.12075  0.76
-0.021  0.13125  0.69
-0.021  0.14175  0.73
-0.021  0.15225  0.79
-0.021  0.16275  0.68
-0.021  0.17325  0.66
-0.021  0.18375  0.67
-0.021  0.19425  0.58
-0.021  0.20475  0.56
-0.021  0.21525  0.5
-0.021  0.22575  0.54
-0.021  0.23625  0.44
-0.021  0.24675  0.44
-0.021  0.25725  0.41
-0.021  0.26775  0.39
-0.021  0.27825  0.34
-0.021  0.28875  0.3
-0.021  0.29925  0.27
-0.021  0.30975  0.19
-0.021  0.32025  0.21
-0.021  0.33075  0.17
-0.021  0.34125  0.12
-0.021  0.35175  0.06
-0.021  0.36225  0.1
-0.021  0.37275  0.04
-0.021  0.38325  0.08
-0.021  0.39375  0.08
-0.021  0.40425  0.05
-0.021  0.41475  0.04
-0.015  0.03675  0.3
-0.015  0.04725  0.38
-0.015  0.05775  0.4
-0.015  0.06825  0.55
-0.015  0.07875  0.67
-0.015  0.08925  0.72
-0.015  0.09975  0.77
-0.015  0.11025  0.76
-0.015  0.12075  0.77
-0.015  0.13125  0.82
-0.015  0.14175  0.83
-0.015  0.15225  0.85
-0.015  0.16275  0.79
-0.015  0.17325  0.77
-0.015  0.18375  0.71
-0.015  0.19425  0.67
-0.015  0.20475  0.66
-0.015  0.21525  0.64
-0.015  0.22575  0.58
-0.015  0.23625  0.61
-0.015  0.24675  0.47
-0.015  0.25725  0.41
-0.015  0.26775  0.36
-0.015  0.27825  0.36
-0.015  0.28875  0.34
-0.015  0.29925  0.24
-0.015  0.30975  0.17
-0.015  0.32025  0.19
-0.015  0.33075  0.17
-0.015  0.34125  0.17
-0.015  0.35175  0.08
-0.015  0.36225  0.08
-0.015  0.37275  0.12
-0.015  0.38325  0.08
-0.015  0.39375  0.08
-0.015  0.40425  0.04
-0.015  0.41475  0.05
-0.009  0.02625  0.23
-0.009  0.03675  0.35
-0.009  0.04725  0.38
-0.009  0.05775  0.51
-0.009  0.06825  0.69
-0.009  0.07875  0.79
-0.009  0.08925  0.76
-0.009  0.09975  0.81
-0.009  0.11025  0.86
-0.009  0.12075  0.9
-0.009  0.13125  0.86
-0.009  0.14175  0.85
-0.009  0.15225  0.88
-0.009  0.16275  0.86
-0.009  0.17325  0.83
-0.009  0.18375  0.81
-0.009  0.19425  0.83
-0.009  0.20475  0.71
-0.009  0.21525  0.57
-0.009  0.22575  0.63
-0.009  0.23625  0.54
-0.009  0.24675  0.52
-0.009  0.25725  0.47
-0.009  0.26775  0.39
-0.009  0.27825  0.33
-0.009  0.28875  0.32
-0.009  0.29925  0.32
-0.009  0.30975  0.26
-0.009  0.32025  0.18
-0.009  0.33075  0.19
-0.009  0.34125  0.12
-0.009  0.35175  0.14
-0.009  0.36225  0.08
-0.009  0.37275  0.08
-0.009  0.38325  0.08
-0.009  0.39375  0.04
-0.009  0.40425  0.08
-0.009  0.41475  0.04
-0.003  0.01575  0.22
-0.003  0.02625  0.19
-0.003  0.03675  0.29
-0.003  0.04725  0.38
-0.003  0.05775  0.6
-0.003  0.06825  0.71
-0.003  0.07875  0.79
-0.003  0.08925  0.81
-0.003  0.09975  0.86
-0.003  0.11025  0.9
-0.003  0.12075  0.93
-0.003  0.13125  0.94
-0.003  0.14175  0.91
-0.003  0.15225  0.94
-0.003  0.16275  0.92
-0.003  0.17325  0.84
-0.003  0.18375  0.82
-0.003  0.19425  0.71
-0.003  0.20475  0.66
-0.003  0.21525  0.64
-0.003  0.22575  0.61
-0.003  0.23625  0.55
-0.003  0.24675  0.5
-0.003  0.25725  0.42
-0.003  0.26775  0.35
-0.003  0.27825  0.39
-0.003  0.28875  0.27
-0.003  0.29925  0.32
-0.003  0.30975  0.29
-0.003  0.32025  0.25
-0.003  0.33075  0.19
-0.003  0.34125  0.13
-0.003  0.35175  0.13
-0.003  0.36225  0.11
-0.003  0.37275  0.09
-0.003  0.38325  0.08
-0.003  0.39375  0.06
-0.003  0.40425  0.06
-0.003  0.41475  0.06
0.003  0.01575  0.21
0.003  0.02625  0.3
0.003  0.03675  0.27
0.003  0.04725  0.46
0.003  0.05775  0.66
0.003  0.06825  0.73
0.003  0.07875  0.82
0.003  0.08925  0.96
0.003  0.09975  0.89
0.003  0.11025  0.97
0.003  0.12075  0.94
0.003  0.13125  0.97
0.003  0.14175  0.93
0.003  0.15225  0.94
0.003  0.16275  0.93
0.003  0.17325  0.89
0.003  0.18375  0.86
0.003  0.19425  0.75
0.003  0.20475  0.68
0.003  0.21525  0.71
0.003  0.22575  0.65
0.003  0.23625  0.67
0.003  0.24675  0.69
0.003  0.25725  0.5
0.003  0.26775  0.46
0.003  0.27825  0.41
0.003  0.28875  0.29
0.003  0.29925  0.34
0.003  0.30975  0.23
0.003  0.32025  0.24
0.003  0.33075  0.22
0.003  0.34125  0.16
0.003  0.35175  0.15
0.003  0.36225  0.09
0.003  0.37275  0.16
0.003  0.38325  0.09
0.003  0.39375  0.06
0.003  0.40425  0.04
0.003  0.41475  0.03
0.009  0.02625  0.28
0.009  0.03675  0.4
0.009  0.04725  0.54
0.009  0.05775  0.66
0.009  0.06825  0.85
0.009  0.07875  0.86
0.009  0.08925  0.85
0.009  0.09975  0.97
0.009  0.11025  0.95
0.009  0.12075  0.99
0.009  0.13125  1.0
0.009  0.14175  0.98
0.009  0.15225  0.95
0.009  0.16275  0.97
0.009  0.17325  0.91
0.009  0.18375  0.94
0.009  0.19425  0.85
0.009  0.20475  0.77
0.009  0.21525  0.7
0.009  0.22575  0.64
0.009  0.23625  0.65
0.009  0.24675  0.49
0.009  0.25725  0.52
0.009  0.26775  0.45
0.009  0.27825  0.34
0.009  0.28875  0.38
0.009  0.29925  0.31
0.009  0.30975  0.28
0.009  0.32025  0.28
0.009  0.33075  0.21
0.009  0.34125  0.16
0.009  0.35175  0.11
0.009  0.36225  0.12
0.009  0.37275  0.13
0.009  0.38325  0.05
0.009  0.39375  0.05
0.009  0.40425  0.08
0.009  0.41475  0.06
0.015  0.03675  0.43
0.015  0.04725  0.49
0.015  0.05775  0.64
0.015  0.06825  0.78
0.015  0.07875  0.84
0.015  0.08925  0.93
0.015  0.09975  0.92
0.015  0.11025  0.96
0.015  0.12075  1.0
0.015  0.13125  0.99
0.015  0.14175  0.98
0.015  0.15225  0.98
0.015  0.16275  0.92
0.015  0.17325  0.91
0.015  0.18375  0.86
0.015  0.19425  0.83
0.015  0.20475  0.77
0.015  0.21525  0.73
0.015  0.22575  0.72
0.015  0.23625  0.61
0.015  0.24675  0.55
0.015  0.25725  0.52
0.015  0.26775  0.44
0.015  0.27825  0.42
0.015  0.28875  0.36
0.015  0.29925  0.38
0.015  0.30975  0.27
0.015  0.32025  0.19
0.015  0.33075  0.19
0.015  0.34125  0.17
0.015  0.35175  0.13
0.015  0.36225  0.08
0.015  0.37275  0.09
0.015  0.38325  0.09
0.015  0.39375  0.08
0.015  0.40425  0.07
0.015  0.41475  0.05
0.021  0.04725  0.46
0.021  0.05775  0.47
0.021  0.06825  0.65
0.021  0.07875  0.74
0.021  0.08925  0.84
0.021  0.09975  0.88
0.021  0.11025  0.95
0.021  0.12075  0.98
0.021  0.13125  0.98
0.021  0.14175  0.97
0.021  0.15225  0.99
0.021  0.16275  0.93
0.021  0.17325  0.92
0.021  0.18375  0.88
0.021  0.19425  0.88
0.021  0.20475  0.76
0.021  0.21525  0.77
0.021  0.22575  0.69
0.021  0.23625  0.6
0.021  0.24675  0.56
0.021  0.25725  0.45
0.021  0.26775  0.43
0.021  0.27825  0.41
0.021  0.28875  0.35
0.021  0.29925  0.29
0.021  0.30975  0.32
0.021  0.32025  0.21
0.021  0.33075  0.19
0.021  0.34125  0.18
0.021  0.35175  0.16
0.021  0.36225  0.1
0.021  0.37275  0.11
0.021  0.38325  0.09
0.021  0.39375  0.1
0.021  0.40425  0.07
0.021  0.41475  0.05
0.027  0.05775  0.46
0.027  0.06825  0.59
0.027  0.07875  0.64
0.027  0.08925  0.8
0.027  0.09975  0.82
0.027  0.11025  0.88
0.027  0.12075  0.93
0.027  0.13125  0.93
0.027  0.14175  0.91
0.027  0.15225  0.91
0.027  0.16275  0.92
0.027  0.17325  0.91
0.027  0.18375  0.86
0.027  0.19425  0.76
0.027  0.20475  0.7
0.027  0.21525  0.65
0.027  0.22575  0.67
0.027  0.23625  0.59
0.027  0.24675  0.51
0.027  0.25725  0.45
0.027  0.26775  0.43
0.027  0.27825  0.34
0.027  0.28875  0.32
0.027  0.29925  0.34
0.027  0.30975  0.29
0.027  0.32025  0.22
0.027  0.33075  0.19
0.027  0.34125  0.2
0.027  0.35175  0.13
0.027  0.36225  0.08
0.027  0.37275  0.12
0.027  0.38325  0.07
0.027  0.39375  0.08
0.027  0.40425  0.08
0.027  0.41475  0.06
0.033  0.06825  0.52
0.033  0.07875  0.58
0.033  0.08925  0.71
0.033  0.09975  0.74
0.033  0.11025  0.82
0.033  0.12075  0.86
0.033  0.13125  0.82
0.033  0.14175  0.92
0.033  0.15225  0.82
0.033  0.16275  0.87
0.033  0.17325  0.89
0.033  0.18375  0.8
0.033  0.19425  0.83
0.033  0.20475  0.73
0.033  0.21525  0.65
0.033  0.22575  0.63
0.033  0.23625  0.66
0.033  0.24675  0.53
0.033  0.25725  0.46
0.033  0.26775  0.38
0.033  0.27825  0.36
0.033  0.28875  0.35
0.033  0.29925  0.3
0.033  0.30975  0.19
0.033  0.32025  0.29
0.033  0.33075  0.16
0.033  0.34125  0.14
0.033  0.35175  0.13
0.033  0.36225  0.09
0.033  0.37275  0.11
0.033  0.38325  0.06
0.033  0.39375  0.06
0.033  0.40425  0.06
0.033  0.41475  0.04
0.039  0.07875  0.44
0.039  0.08925  0.51
0.039  0.09975  0.59
0.039  0.11025  0.68
0.039  0.12075  0.71
0.039  0.13125  0.73
0.039  0.14175  0.78
0.039  0.15225  0.78
0.039  0.16275  0.77
0.039  0.17325  0.8
0.039  0.18375  0.8
0.039  0.19425  0.73
0.039  0.20475  0.71
0.039  0.21525  0.66
0.039  0.22575  0.54
0.039  0.23625  0.49
0.039  0.24675  0.52
0.039  0.25725  0.52
0.039  0.26775  0.47
0.039  0.27825  0.32
0.039  0.28875  0.34
0.039  0.29925  0.33
0.039  0.30975  0.25
0.039  0.32025  0.27
0.039  0.33075  0.16
0.039  0.34125  0.16
0.039  0.35175  0.14
0.039  0.36225  0.09
0.039  0.37275  0.11
0.039  0.38325  0.09
0.039  0.39375  0.08
0.039  0.40425  0.04
0.039  0.41475  0.04
0.045  0.09975  0.49
0.045  0.11025  0.6
0.045  0.12075  0.63
0.045  0.13125  0.68
0.045  0.14175  0.77
0.045  0.15225  0.77
0.045  0.16275  0.71
0.045  0.17325  0.74
0.045  0.18375  0.63
0.045  0.19425  0.66
0.045  0.20475  0.64
0.045  0.21525  0.54
0.045  0.22575  0.52
0.045  0.23625  0.57
0.045  0.24675  0.52
0.045  0.25725  0.43
0.045  0.26775  0.32
0.045  0.27825  0.34
0.045  0.28875  0.36
0.045  0.29925  0.27
0.045  0.30975  0.23
0.045  0.32025  0.17
0.045  0.33075  0.16
0.045  0.34125  0.2
0.045  0.35175  0.11
0.045  0.36225  0.09
0.045  0.37275  0.13
0.045  0.38325  0.07
0.045  0.39375  0.03
0.045  0.40425  0.04
0.045  0.41475  0.03
0.051  0.11025  0.46
0.051  0.12075  0.47
0.051  0.13125  0.55
0.051  0.14175  0.64
0.051  0.15225  0.61
0.051  0.16275  0.56
0.051  0.17325  0.63
0.051  0.18375  0.58
0.051  0.19425  0.55
0.051  0.20475  0.59
0.051  0.21525  0.56
0.051  0.22575  0.45
0.051  0.23625  0.39
0.051  0.24675  0.4
0.051  0.25725  0.36
0.051  0.26775  0.34
0.051  0.27825  0.34
0.051  0.28875  0.21
0.051  0.29925  0.26
0.051  0.30975  0.24
0.051  0.32025  0.15
0.051  0.33075  0.24
0.051  0.34125  0.11
0.051  0.35175  0.13
0.051  0.36225  0.06
0.051  0.37275  0.08
0.051  0.38325  0.04
0.051  0.39375  0.09
0.051  0.40425  0.05
0.051  0.41475  0.05
0.057  0.12075  0.4
0.057  0.13125  0.39
0.057  0.14175  0.43
0.057  0.15225  0.42
0.057  0.16275  0.44
0.057  0.17325  0.55
0.057  0.18375  0.49
0.057  0.19425  0.55
0.057  0.20475  0.48
0.057  0.21525  0.44
0.057  0.22575  0.49
0.057  0.23625  0.38
0.057  0.24675  0.34
0.057  0.25725  0.37
0.057  0.26775  0.32
0.057  0.27825  0.24
0.057  0.28875  0.26
0.057  0.29925  0.25
0.057  0.30975  0.16
0.057  0.32025  0.16
0.057  0.33075  0.13
0.057  0.34125  0.04
0.057  0.35175  0.14
0.057  0.36225  0.12
0.057  0.37275  0.11
0.057  0.38325  0.08
0.057  0.39375  0.06
0.057  0.40425  0.05
0.057  0.41475  0.06
0.063  0.13125  0.32
0.063  0.14175  0.29
0.063  0.15225  0.37
0.063  0.16275  0.41
0.063  0.17325  0.38
0.063  0.18375  0.44
0.063  0.19425  0.39
0.063  0.20475  0.51
0.063  0.21525  0.4
0.063  0.22575  0.43
0.063  0.23625  0.38
0.063  0.24675  0.32
0.063  0.25725  0.31
0.063  0.26775  0.36
0.063  0.27825  0.32
0.063  0.28875  0.17
0.063  0.29925  0.18
0.063  0.30975  0.17
0.063  0.32025  0.13
0.063  0.33075  0.15
0.063  0.34125  0.09
0.063  0.35175  0.09
0.063  0.36225  0.1
0.063  0.37275  0.07
0.063  0.38325  0.06
0.063  0.39375  0.05
0.063  0.40425  0.04
0.063  0.41475  0.03
0.069  0.14175  0.29
0.069  0.15225  0.28
0.069  0.16275  0.27
0.069  0.17325  0.31
0.069  0.18375  0.22
0.069  0.19425  0.32
0.069  0.20475  0.36
0.069  0.21525  0.31
0.069  0.22575  0.37
0.069  0.23625  0.28
0.069  0.24675  0.24
0.069  0.25725  0.23
0.069  0.26775  0.18
0.069  0.27825  0.2
0.069  0.28875  0.15
0.069  0.29925  0.2
0.069  0.30975  0.19
0.069  0.32025  0.13
0.069  0.33075  0.11
0.069  0.34125  0.11
0.069  0.35175  0.08
0.069  0.36225  0.08
0.069  0.37275  0.04
0.069  0.38325  0.06
0.069  0.39375  0.08
0.069  0.40425  0.05
0.069  0.41475  0.04
0.075  0.15225  0.14
0.075  0.16275  0.24
0.075  0.17325  0.19
0.075  0.18375  0.26
0.075  0.19425  0.16
0.075  0.20475  0.25
0.075  0.21525  0.17
0.075  0.22575  0.28
0.075  0.23625  0.34
0.075  0.24675  0.24
0.075  0.25725  0.25
0.075  0.26775  0.17
0.075  0.27825  0.19
0.075  0.28875  0.14
0.075  0.29925  0.14
0.075  0.30975  0.17
0.075  0.32025  0.09
0.075  0.33075  0.08
0.075  0.34125  0.09
0.075  0.35175  0.08
0.075  0.36225  0.08
0.075  0.37275  0.06
0.075  0.38325  0.05
0.075  0.39375  0.05
0.075  0.40425  0.04
0.075  0.41475  0.04
0.081  0.16275  0.19
0.081  0.17325  0.19
0.081  0.18375  0.24
0.081  0.19425  0.21
0.081  0.20475  0.2
0.081  0.21525  0.24
0.081  0.22575  0.22
0.081  0.23625  0.17
0.081  0.24675  0.22
0.081  0.25725  0.14
0.081  0.26775  0.16
0.081  0.27825  0.14
0.081  0.28875  0.16
0.081  0.29925  0.13
0.081  0.30975  0.09
0.081  0.32025  0.09
0.081  0.33075  0.07
0.081  0.34125  0.07
0.081  0.35175  0.06
0.081  0.36225  0.06
0.081  0.37275  0.06
0.081  0.38325  0.05
0.081  0.39375  0.03
0.081  0.40425  0.02
0.081  0.41475  0.02
0.087  0.18375  0.14
0.087  0.19425  0.16
0.087  0.20475  0.16
0.087  0.21525  0.16
0.087  0.22575  0.13
0.087  0.23625  0.17
0.087  0.24675  0.14
0.087  0.25725  0.11
0.087  0.26775  0.1
0.087  0.27825  0.11
0.087  0.28875  0.09
0.087  0.29925  0.06
0.087  0.30975  0.06
0.087  0.32025  0.07
0.087  0.33075  0.13
0.087  0.34125  0.09
0.087  0.35175  0.04
0.087  0.36225  0.06
0.087  0.37275  0.04
0.087  0.38325  0.03
