%auto-ignore
#2D Feldman-Cousin p-values (statistical only) for AFB and FH for the decay B+->K+mumu,
# obtained from the measurements described in LHCb-PAPER-2014-007

#The q2 range for these values is 2.00 < q2 < 3.00 GeV^{2}/c^{4}

# AFB     FH   p-value
-0.0888884375  0.195  0.03
-0.0888884375  0.205  0.03
-0.0888884375  0.215  0.01
-0.0888884375  0.225  0.01
-0.0888884375  0.235  0.03
-0.0888884375  0.245  0.03
-0.0888884375  0.255  0.04
-0.0888884375  0.265  0.05
-0.0888884375  0.275  0.01
-0.0888884375  0.285  0.02
-0.0888884375  0.295  0.01
-0.0888884375  0.305  0.02
-0.0888884375  0.315  0.02
-0.0888884375  0.325  0.03
-0.0888884375  0.335  0.03
-0.0888884375  0.345  0.01
-0.0888884375  0.355  0.03
-0.0888884375  0.365  0.02
-0.0888884375  0.375  0.05
-0.0888884375  0.385  0.03
-0.0888884375  0.395  0.01
-0.0799995625  0.165  0.01
-0.0799995625  0.175  0.02
-0.0799995625  0.185  0.04
-0.0799995625  0.195  0.02
-0.0799995625  0.205  0.02
-0.0799995625  0.215  0.03
-0.0799995625  0.225  0.06
-0.0799995625  0.235  0.05
-0.0799995625  0.245  0.04
-0.0799995625  0.255  0.02
-0.0799995625  0.265  0.03
-0.0799995625  0.275  0.02
-0.0799995625  0.285  0.08
-0.0799995625  0.295  0.03
-0.0799995625  0.305  0.03
-0.0799995625  0.315  0.03
-0.0799995625  0.325  0.06
-0.0799995625  0.335  0.05
-0.0799995625  0.345  0.03
-0.0799995625  0.355  0.04
-0.0799995625  0.365  0.02
-0.0799995625  0.375  0.06
-0.0799995625  0.385  0.04
-0.0799995625  0.395  0.04
-0.0711106875  0.145  0.04
-0.0711106875  0.155  0.04
-0.0711106875  0.165  0.06
-0.0711106875  0.175  0.05
-0.0711106875  0.185  0.06
-0.0711106875  0.195  0.04
-0.0711106875  0.205  0.09
-0.0711106875  0.215  0.1
-0.0711106875  0.225  0.07
-0.0711106875  0.235  0.06
-0.0711106875  0.245  0.08
-0.0711106875  0.255  0.04
-0.0711106875  0.265  0.06
-0.0711106875  0.275  0.05
-0.0711106875  0.285  0.04
-0.0711106875  0.295  0.04
-0.0711106875  0.305  0.08
-0.0711106875  0.315  0.06
-0.0711106875  0.325  0.03
-0.0711106875  0.335  0.05
-0.0711106875  0.345  0.04
-0.0711106875  0.355  0.04
-0.0711106875  0.365  0.04
-0.0711106875  0.375  0.04
-0.0711106875  0.385  0.04
-0.0711106875  0.395  0.04
-0.0622218125  0.125  0.06
-0.0622218125  0.135  0.09
-0.0622218125  0.145  0.1
-0.0622218125  0.155  0.04
-0.0622218125  0.165  0.06
-0.0622218125  0.175  0.05
-0.0622218125  0.185  0.08
-0.0622218125  0.195  0.13
-0.0622218125  0.205  0.07
-0.0622218125  0.215  0.04
-0.0622218125  0.225  0.08
-0.0622218125  0.235  0.05
-0.0622218125  0.245  0.08
-0.0622218125  0.255  0.08
-0.0622218125  0.265  0.06
-0.0622218125  0.275  0.1
-0.0622218125  0.285  0.08
-0.0622218125  0.295  0.07
-0.0622218125  0.305  0.06
-0.0622218125  0.315  0.06
-0.0622218125  0.325  0.09
-0.0622218125  0.335  0.08
-0.0622218125  0.345  0.06
-0.0622218125  0.355  0.03
-0.0622218125  0.365  0.07
-0.0622218125  0.375  0.04
-0.0622218125  0.385  0.03
-0.0622218125  0.395  0.03
-0.0533329375  0.115  0.04
-0.0533329375  0.125  0.07
-0.0533329375  0.135  0.1
-0.0533329375  0.145  0.09
-0.0533329375  0.155  0.07
-0.0533329375  0.165  0.08
-0.0533329375  0.175  0.1
-0.0533329375  0.185  0.09
-0.0533329375  0.195  0.08
-0.0533329375  0.205  0.15
-0.0533329375  0.215  0.13
-0.0533329375  0.225  0.14
-0.0533329375  0.235  0.11
-0.0533329375  0.245  0.12
-0.0533329375  0.255  0.12
-0.0533329375  0.265  0.16
-0.0533329375  0.275  0.1
-0.0533329375  0.285  0.1
-0.0533329375  0.295  0.1
-0.0533329375  0.305  0.12
-0.0533329375  0.315  0.08
-0.0533329375  0.325  0.08
-0.0533329375  0.335  0.1
-0.0533329375  0.345  0.1
-0.0533329375  0.355  0.06
-0.0533329375  0.365  0.06
-0.0533329375  0.375  0.06
-0.0533329375  0.385  0.1
-0.0533329375  0.395  0.08
-0.0444440625  0.095  0.06
-0.0444440625  0.105  0.08
-0.0444440625  0.115  0.11
-0.0444440625  0.125  0.13
-0.0444440625  0.135  0.09
-0.0444440625  0.145  0.16
-0.0444440625  0.155  0.14
-0.0444440625  0.165  0.18
-0.0444440625  0.175  0.18
-0.0444440625  0.185  0.1
-0.0444440625  0.195  0.17
-0.0444440625  0.205  0.22
-0.0444440625  0.215  0.16
-0.0444440625  0.225  0.16
-0.0444440625  0.235  0.17
-0.0444440625  0.245  0.16
-0.0444440625  0.255  0.19
-0.0444440625  0.265  0.15
-0.0444440625  0.275  0.13
-0.0444440625  0.285  0.18
-0.0444440625  0.295  0.17
-0.0444440625  0.305  0.15
-0.0444440625  0.315  0.13
-0.0444440625  0.325  0.15
-0.0444440625  0.335  0.12
-0.0444440625  0.345  0.16
-0.0444440625  0.355  0.07
-0.0444440625  0.365  0.1
-0.0444440625  0.375  0.12
-0.0444440625  0.385  0.11
-0.0444440625  0.395  0.1
-0.0355551875  0.075  0.09
-0.0355551875  0.085  0.13
-0.0355551875  0.095  0.1
-0.0355551875  0.105  0.22
-0.0355551875  0.115  0.14
-0.0355551875  0.125  0.15
-0.0355551875  0.135  0.16
-0.0355551875  0.145  0.21
-0.0355551875  0.155  0.16
-0.0355551875  0.165  0.21
-0.0355551875  0.175  0.2
-0.0355551875  0.185  0.17
-0.0355551875  0.195  0.31
-0.0355551875  0.205  0.19
-0.0355551875  0.215  0.26
-0.0355551875  0.225  0.26
-0.0355551875  0.235  0.24
-0.0355551875  0.245  0.19
-0.0355551875  0.255  0.21
-0.0355551875  0.265  0.22
-0.0355551875  0.275  0.24
-0.0355551875  0.285  0.15
-0.0355551875  0.295  0.31
-0.0355551875  0.305  0.18
-0.0355551875  0.315  0.25
-0.0355551875  0.325  0.21
-0.0355551875  0.335  0.17
-0.0355551875  0.345  0.21
-0.0355551875  0.355  0.13
-0.0355551875  0.365  0.16
-0.0355551875  0.375  0.11
-0.0355551875  0.385  0.13
-0.0355551875  0.395  0.12
-0.0266663125  0.055  0.1
-0.0266663125  0.065  0.19
-0.0266663125  0.075  0.15
-0.0266663125  0.085  0.16
-0.0266663125  0.095  0.19
-0.0266663125  0.105  0.2
-0.0266663125  0.115  0.25
-0.0266663125  0.125  0.26
-0.0266663125  0.135  0.24
-0.0266663125  0.145  0.3
-0.0266663125  0.155  0.33
-0.0266663125  0.165  0.31
-0.0266663125  0.175  0.3
-0.0266663125  0.185  0.32
-0.0266663125  0.195  0.25
-0.0266663125  0.205  0.27
-0.0266663125  0.215  0.28
-0.0266663125  0.225  0.33
-0.0266663125  0.235  0.31
-0.0266663125  0.245  0.35
-0.0266663125  0.255  0.28
-0.0266663125  0.265  0.35
-0.0266663125  0.275  0.29
-0.0266663125  0.285  0.23
-0.0266663125  0.295  0.26
-0.0266663125  0.305  0.24
-0.0266663125  0.315  0.28
-0.0266663125  0.325  0.22
-0.0266663125  0.335  0.25
-0.0266663125  0.345  0.14
-0.0266663125  0.355  0.15
-0.0266663125  0.365  0.15
-0.0266663125  0.375  0.17
-0.0266663125  0.385  0.16
-0.0266663125  0.395  0.21
-0.0177774375  0.045  0.19
-0.0177774375  0.055  0.13
-0.0177774375  0.065  0.16
-0.0177774375  0.075  0.19
-0.0177774375  0.085  0.21
-0.0177774375  0.095  0.24
-0.0177774375  0.105  0.35
-0.0177774375  0.115  0.28
-0.0177774375  0.125  0.28
-0.0177774375  0.135  0.37
-0.0177774375  0.145  0.37
-0.0177774375  0.155  0.38
-0.0177774375  0.165  0.35
-0.0177774375  0.175  0.42
-0.0177774375  0.185  0.43
-0.0177774375  0.195  0.41
-0.0177774375  0.205  0.4
-0.0177774375  0.215  0.41
-0.0177774375  0.225  0.33
-0.0177774375  0.235  0.4
-0.0177774375  0.245  0.35
-0.0177774375  0.255  0.37
-0.0177774375  0.265  0.39
-0.0177774375  0.275  0.36
-0.0177774375  0.285  0.35
-0.0177774375  0.295  0.23
-0.0177774375  0.305  0.31
-0.0177774375  0.315  0.28
-0.0177774375  0.325  0.34
-0.0177774375  0.335  0.24
-0.0177774375  0.345  0.22
-0.0177774375  0.355  0.27
-0.0177774375  0.365  0.22
-0.0177774375  0.375  0.24
-0.0177774375  0.385  0.21
-0.0177774375  0.395  0.22
-0.0088885625  0.025  0.08
-0.0088885625  0.035  0.19
-0.0088885625  0.045  0.24
-0.0088885625  0.055  0.21
-0.0088885625  0.065  0.25
-0.0088885625  0.075  0.28
-0.0088885625  0.085  0.24
-0.0088885625  0.095  0.37
-0.0088885625  0.105  0.44
-0.0088885625  0.115  0.44
-0.0088885625  0.125  0.39
-0.0088885625  0.135  0.42
-0.0088885625  0.145  0.47
-0.0088885625  0.155  0.53
-0.0088885625  0.165  0.56
-0.0088885625  0.175  0.53
-0.0088885625  0.185  0.53
-0.0088885625  0.195  0.51
-0.0088885625  0.205  0.48
-0.0088885625  0.215  0.47
-0.0088885625  0.225  0.52
-0.0088885625  0.235  0.53
-0.0088885625  0.245  0.44
-0.0088885625  0.255  0.48
-0.0088885625  0.265  0.47
-0.0088885625  0.275  0.4
-0.0088885625  0.285  0.48
-0.0088885625  0.295  0.37
-0.0088885625  0.305  0.38
-0.0088885625  0.315  0.29
-0.0088885625  0.325  0.35
-0.0088885625  0.335  0.33
-0.0088885625  0.345  0.26
-0.0088885625  0.355  0.28
-0.0088885625  0.365  0.27
-0.0088885625  0.375  0.22
-0.0088885625  0.385  0.25
-0.0088885625  0.395  0.21
3.12500000007e-07  0.005  0.19
3.12500000007e-07  0.015  0.22
3.12500000007e-07  0.025  0.23
3.12500000007e-07  0.035  0.24
3.12500000007e-07  0.045  0.24
3.12500000007e-07  0.055  0.26
3.12500000007e-07  0.065  0.37
3.12500000007e-07  0.075  0.41
3.12500000007e-07  0.085  0.53
3.12500000007e-07  0.095  0.53
3.12500000007e-07  0.105  0.57
3.12500000007e-07  0.115  0.54
3.12500000007e-07  0.125  0.6
3.12500000007e-07  0.135  0.56
3.12500000007e-07  0.145  0.56
3.12500000007e-07  0.155  0.63
3.12500000007e-07  0.165  0.65
3.12500000007e-07  0.175  0.54
3.12500000007e-07  0.185  0.63
3.12500000007e-07  0.195  0.53
3.12500000007e-07  0.205  0.5
3.12500000007e-07  0.215  0.53
3.12500000007e-07  0.225  0.58
3.12500000007e-07  0.235  0.64
3.12500000007e-07  0.245  0.47
3.12500000007e-07  0.255  0.51
3.12500000007e-07  0.265  0.47
3.12500000007e-07  0.275  0.42
3.12500000007e-07  0.285  0.48
3.12500000007e-07  0.295  0.49
3.12500000007e-07  0.305  0.37
3.12500000007e-07  0.315  0.42
3.12500000007e-07  0.325  0.42
3.12500000007e-07  0.335  0.34
3.12500000007e-07  0.345  0.35
3.12500000007e-07  0.355  0.4
3.12500000007e-07  0.365  0.4
3.12500000007e-07  0.375  0.24
3.12500000007e-07  0.385  0.23
3.12500000007e-07  0.395  0.22
0.0088891875  0.025  0.27
0.0088891875  0.035  0.28
0.0088891875  0.045  0.41
0.0088891875  0.055  0.38
0.0088891875  0.065  0.47
0.0088891875  0.075  0.51
0.0088891875  0.085  0.46
0.0088891875  0.095  0.53
0.0088891875  0.105  0.61
0.0088891875  0.115  0.59
0.0088891875  0.125  0.69
0.0088891875  0.135  0.66
0.0088891875  0.145  0.74
0.0088891875  0.155  0.65
0.0088891875  0.165  0.67
0.0088891875  0.175  0.76
0.0088891875  0.185  0.7
0.0088891875  0.195  0.68
0.0088891875  0.205  0.67
0.0088891875  0.215  0.68
0.0088891875  0.225  0.65
0.0088891875  0.235  0.63
0.0088891875  0.245  0.58
0.0088891875  0.255  0.65
0.0088891875  0.265  0.52
0.0088891875  0.275  0.55
0.0088891875  0.285  0.52
0.0088891875  0.295  0.54
0.0088891875  0.305  0.53
0.0088891875  0.315  0.37
0.0088891875  0.325  0.46
0.0088891875  0.335  0.4
0.0088891875  0.345  0.36
0.0088891875  0.355  0.35
0.0088891875  0.365  0.36
0.0088891875  0.375  0.29
0.0088891875  0.385  0.32
0.0088891875  0.395  0.28
0.0177780625  0.045  0.35
0.0177780625  0.055  0.41
0.0177780625  0.065  0.49
0.0177780625  0.075  0.65
0.0177780625  0.085  0.59
0.0177780625  0.095  0.68
0.0177780625  0.105  0.7
0.0177780625  0.115  0.72
0.0177780625  0.125  0.74
0.0177780625  0.135  0.74
0.0177780625  0.145  0.78
0.0177780625  0.155  0.8
0.0177780625  0.165  0.71
0.0177780625  0.175  0.82
0.0177780625  0.185  0.78
0.0177780625  0.195  0.72
0.0177780625  0.205  0.77
0.0177780625  0.215  0.79
0.0177780625  0.225  0.75
0.0177780625  0.235  0.67
0.0177780625  0.245  0.76
0.0177780625  0.255  0.63
0.0177780625  0.265  0.63
0.0177780625  0.275  0.57
0.0177780625  0.285  0.64
0.0177780625  0.295  0.66
0.0177780625  0.305  0.55
0.0177780625  0.315  0.49
0.0177780625  0.325  0.47
0.0177780625  0.335  0.48
0.0177780625  0.345  0.36
0.0177780625  0.355  0.39
0.0177780625  0.365  0.32
0.0177780625  0.375  0.38
0.0177780625  0.385  0.33
0.0177780625  0.395  0.3
0.0266669375  0.055  0.56
0.0266669375  0.065  0.53
0.0266669375  0.075  0.67
0.0266669375  0.085  0.79
0.0266669375  0.095  0.76
0.0266669375  0.105  0.75
0.0266669375  0.115  0.8
0.0266669375  0.125  0.83
0.0266669375  0.135  0.87
0.0266669375  0.145  0.84
0.0266669375  0.155  0.85
0.0266669375  0.165  0.87
0.0266669375  0.175  0.85
0.0266669375  0.185  0.85
0.0266669375  0.195  0.83
0.0266669375  0.205  0.84
0.0266669375  0.215  0.83
0.0266669375  0.225  0.73
0.0266669375  0.235  0.78
0.0266669375  0.245  0.74
0.0266669375  0.255  0.8
0.0266669375  0.265  0.71
0.0266669375  0.275  0.63
0.0266669375  0.285  0.72
0.0266669375  0.295  0.58
0.0266669375  0.305  0.58
0.0266669375  0.315  0.6
0.0266669375  0.325  0.51
0.0266669375  0.335  0.51
0.0266669375  0.345  0.42
0.0266669375  0.355  0.47
0.0266669375  0.365  0.42
0.0266669375  0.375  0.32
0.0266669375  0.385  0.34
0.0266669375  0.395  0.35
0.0355558125  0.075  0.69
0.0355558125  0.085  0.68
0.0355558125  0.095  0.81
0.0355558125  0.105  0.9
0.0355558125  0.115  0.9
0.0355558125  0.125  0.88
0.0355558125  0.135  0.85
0.0355558125  0.145  0.92
0.0355558125  0.155  0.94
0.0355558125  0.165  0.92
0.0355558125  0.175  0.93
0.0355558125  0.185  0.9
0.0355558125  0.195  0.9
0.0355558125  0.205  0.87
0.0355558125  0.215  0.88
0.0355558125  0.225  0.83
0.0355558125  0.235  0.86
0.0355558125  0.245  0.77
0.0355558125  0.255  0.83
0.0355558125  0.265  0.7
0.0355558125  0.275  0.78
0.0355558125  0.285  0.65
0.0355558125  0.295  0.65
0.0355558125  0.305  0.68
0.0355558125  0.315  0.54
0.0355558125  0.325  0.53
0.0355558125  0.335  0.58
0.0355558125  0.345  0.54
0.0355558125  0.355  0.43
0.0355558125  0.365  0.51
0.0355558125  0.375  0.44
0.0355558125  0.385  0.35
0.0355558125  0.395  0.42
0.0444446875  0.095  0.8
0.0444446875  0.105  0.86
0.0444446875  0.115  0.9
0.0444446875  0.125  0.97
0.0444446875  0.135  0.96
0.0444446875  0.145  0.96
0.0444446875  0.155  0.97
0.0444446875  0.165  0.94
0.0444446875  0.175  0.95
0.0444446875  0.185  0.97
0.0444446875  0.195  0.95
0.0444446875  0.205  0.94
0.0444446875  0.215  0.96
0.0444446875  0.225  0.93
0.0444446875  0.235  0.87
0.0444446875  0.245  0.86
0.0444446875  0.255  0.86
0.0444446875  0.265  0.85
0.0444446875  0.275  0.78
0.0444446875  0.285  0.78
0.0444446875  0.295  0.67
0.0444446875  0.305  0.66
0.0444446875  0.315  0.65
0.0444446875  0.325  0.64
0.0444446875  0.335  0.58
0.0444446875  0.345  0.57
0.0444446875  0.355  0.55
0.0444446875  0.365  0.43
0.0444446875  0.375  0.49
0.0444446875  0.385  0.43
0.0444446875  0.395  0.44
0.0533335625  0.115  0.91
0.0533335625  0.125  0.96
0.0533335625  0.135  0.96
0.0533335625  0.145  0.99
0.0533335625  0.155  0.99
0.0533335625  0.165  1.0
0.0533335625  0.175  0.99
0.0533335625  0.185  0.97
0.0533335625  0.195  0.96
0.0533335625  0.205  0.94
0.0533335625  0.215  0.96
0.0533335625  0.225  0.94
0.0533335625  0.235  0.87
0.0533335625  0.245  0.83
0.0533335625  0.255  0.83
0.0533335625  0.265  0.85
0.0533335625  0.275  0.75
0.0533335625  0.285  0.74
0.0533335625  0.295  0.76
0.0533335625  0.305  0.64
0.0533335625  0.315  0.66
0.0533335625  0.325  0.59
0.0533335625  0.335  0.58
0.0533335625  0.345  0.57
0.0533335625  0.355  0.47
0.0533335625  0.365  0.5
0.0533335625  0.375  0.47
0.0533335625  0.385  0.46
0.0533335625  0.395  0.35
0.0622224375  0.125  0.91
0.0622224375  0.135  0.99
0.0622224375  0.145  1.0
0.0622224375  0.155  0.99
0.0622224375  0.165  1.0
0.0622224375  0.175  0.99
0.0622224375  0.185  0.98
0.0622224375  0.195  0.98
0.0622224375  0.205  0.98
0.0622224375  0.215  0.97
0.0622224375  0.225  0.89
0.0622224375  0.235  0.9
0.0622224375  0.245  0.85
0.0622224375  0.255  0.85
0.0622224375  0.265  0.82
0.0622224375  0.275  0.79
0.0622224375  0.285  0.76
0.0622224375  0.295  0.74
0.0622224375  0.305  0.71
0.0622224375  0.315  0.6
0.0622224375  0.325  0.53
0.0622224375  0.335  0.59
0.0622224375  0.345  0.6
0.0622224375  0.355  0.56
0.0622224375  0.365  0.53
0.0622224375  0.375  0.51
0.0622224375  0.385  0.45
0.0622224375  0.395  0.4
0.0711113125  0.145  0.91
0.0711113125  0.155  0.95
0.0711113125  0.165  0.99
0.0711113125  0.175  0.97
0.0711113125  0.185  0.96
0.0711113125  0.195  0.97
0.0711113125  0.205  0.94
0.0711113125  0.215  0.93
0.0711113125  0.225  0.9
0.0711113125  0.235  0.89
0.0711113125  0.245  0.87
0.0711113125  0.255  0.87
0.0711113125  0.265  0.84
0.0711113125  0.275  0.77
0.0711113125  0.285  0.73
0.0711113125  0.295  0.71
0.0711113125  0.305  0.69
0.0711113125  0.315  0.67
0.0711113125  0.325  0.63
0.0711113125  0.335  0.63
0.0711113125  0.345  0.51
0.0711113125  0.355  0.51
0.0711113125  0.365  0.46
0.0711113125  0.375  0.45
0.0711113125  0.385  0.48
0.0711113125  0.395  0.38
0.0800001875  0.165  0.86
0.0800001875  0.175  0.9
0.0800001875  0.185  0.89
0.0800001875  0.195  0.9
0.0800001875  0.205  0.87
0.0800001875  0.215  0.87
0.0800001875  0.225  0.87
0.0800001875  0.235  0.87
0.0800001875  0.245  0.79
0.0800001875  0.255  0.79
0.0800001875  0.265  0.79
0.0800001875  0.275  0.68
0.0800001875  0.285  0.69
0.0800001875  0.295  0.63
0.0800001875  0.305  0.6
0.0800001875  0.315  0.52
0.0800001875  0.325  0.63
0.0800001875  0.335  0.56
0.0800001875  0.345  0.45
0.0800001875  0.355  0.55
0.0800001875  0.365  0.46
0.0800001875  0.375  0.42
0.0800001875  0.385  0.39
0.0800001875  0.395  0.31
0.0888890625  0.185  0.78
0.0888890625  0.195  0.83
0.0888890625  0.205  0.76
0.0888890625  0.215  0.8
0.0888890625  0.225  0.81
0.0888890625  0.235  0.83
0.0888890625  0.245  0.77
0.0888890625  0.255  0.73
0.0888890625  0.265  0.71
0.0888890625  0.275  0.67
0.0888890625  0.285  0.65
0.0888890625  0.295  0.6
0.0888890625  0.305  0.62
0.0888890625  0.315  0.61
0.0888890625  0.325  0.47
0.0888890625  0.335  0.55
0.0888890625  0.345  0.49
0.0888890625  0.355  0.43
0.0888890625  0.365  0.42
0.0888890625  0.375  0.42
0.0888890625  0.385  0.38
0.0888890625  0.395  0.29
0.0977779375  0.205  0.72
0.0977779375  0.215  0.63
0.0977779375  0.225  0.67
0.0977779375  0.235  0.65
0.0977779375  0.245  0.72
0.0977779375  0.255  0.7
0.0977779375  0.265  0.63
0.0977779375  0.275  0.61
0.0977779375  0.285  0.58
0.0977779375  0.295  0.54
0.0977779375  0.305  0.5
0.0977779375  0.315  0.52
0.0977779375  0.325  0.48
0.0977779375  0.335  0.44
0.0977779375  0.345  0.44
0.0977779375  0.355  0.37
0.0977779375  0.365  0.34
0.0977779375  0.375  0.35
0.0977779375  0.385  0.28
0.0977779375  0.395  0.31
0.1066668125  0.215  0.53
0.1066668125  0.225  0.54
0.1066668125  0.235  0.6
0.1066668125  0.245  0.53
0.1066668125  0.255  0.56
0.1066668125  0.265  0.53
0.1066668125  0.275  0.49
0.1066668125  0.285  0.51
0.1066668125  0.295  0.46
0.1066668125  0.305  0.49
0.1066668125  0.315  0.42
0.1066668125  0.325  0.42
0.1066668125  0.335  0.39
0.1066668125  0.345  0.42
0.1066668125  0.355  0.4
0.1066668125  0.365  0.31
0.1066668125  0.375  0.37
0.1066668125  0.385  0.27
0.1066668125  0.395  0.29
0.1155556875  0.235  0.49
0.1155556875  0.245  0.44
0.1155556875  0.255  0.49
0.1155556875  0.265  0.35
0.1155556875  0.275  0.38
0.1155556875  0.285  0.47
0.1155556875  0.295  0.44
0.1155556875  0.305  0.44
0.1155556875  0.315  0.37
0.1155556875  0.325  0.27
0.1155556875  0.335  0.29
0.1155556875  0.345  0.35
0.1155556875  0.355  0.27
0.1155556875  0.365  0.28
0.1155556875  0.375  0.26
0.1155556875  0.385  0.29
0.1155556875  0.395  0.24
0.1244445625  0.255  0.37
0.1244445625  0.265  0.29
0.1244445625  0.275  0.37
0.1244445625  0.285  0.29
0.1244445625  0.295  0.31
0.1244445625  0.305  0.36
0.1244445625  0.315  0.34
0.1244445625  0.325  0.25
0.1244445625  0.335  0.25
0.1244445625  0.345  0.25
0.1244445625  0.355  0.21
0.1244445625  0.365  0.25
0.1244445625  0.375  0.24
0.1244445625  0.385  0.19
0.1244445625  0.395  0.17
0.1333334375  0.275  0.23
0.1333334375  0.285  0.26
0.1333334375  0.295  0.3
0.1333334375  0.305  0.27
0.1333334375  0.315  0.28
0.1333334375  0.325  0.24
0.1333334375  0.335  0.21
0.1333334375  0.345  0.27
0.1333334375  0.355  0.17
0.1333334375  0.365  0.24
0.1333334375  0.375  0.28
0.1333334375  0.385  0.13
0.1333334375  0.395  0.21
0.1422223125  0.285  0.22
0.1422223125  0.295  0.21
0.1422223125  0.305  0.22
0.1422223125  0.315  0.14
0.1422223125  0.325  0.21
0.1422223125  0.335  0.17
0.1422223125  0.345  0.16
0.1422223125  0.355  0.19
0.1422223125  0.365  0.18
0.1422223125  0.375  0.15
0.1422223125  0.385  0.1
0.1422223125  0.395  0.17
0.1511111875  0.305  0.17
0.1511111875  0.315  0.12
0.1511111875  0.325  0.14
0.1511111875  0.335  0.19
0.1511111875  0.345  0.19
0.1511111875  0.355  0.15
0.1511111875  0.365  0.12
0.1511111875  0.375  0.09
0.1511111875  0.385  0.13
0.1511111875  0.395  0.12
0.1600000625  0.325  0.13
0.1600000625  0.335  0.1
0.1600000625  0.345  0.07
0.1600000625  0.355  0.11
0.1600000625  0.365  0.12
0.1600000625  0.375  0.08
0.1600000625  0.385  0.11
0.1600000625  0.395  0.07
0.1688889375  0.345  0.06
0.1688889375  0.355  0.07
0.1688889375  0.365  0.1
0.1688889375  0.375  0.04
0.1688889375  0.385  0.07
0.1688889375  0.395  0.06
0.1777778125  0.365  0.03
0.1777778125  0.375  0.05
0.1777778125  0.385  0.05
0.1777778125  0.395  0.04
0.1866666875  0.375  0.03
0.1866666875  0.385  0.03
0.1866666875  0.395  0.03
0.1955555625  0.395  0.01
