%auto-ignore
#2D Feldman-Cousin p-values (statistical only) for AFB and FH for the decay B+->K+mumu,
# obtained from the measurements described in LHCb-PAPER-2014-007

#The q2 range for these values is 21.00 < q2 < 22.00 GeV^{2}/c^{4}

# AFB     FH   p-value
-0.00125  0.13125  0.61
-0.00125  0.14375  0.63
-0.00125  0.15625  0.7
-0.00125  0.16875  0.62
-0.00125  0.18125  0.61
-0.00125  0.19375  0.55
-0.00125  0.20625  0.6
-0.00125  0.21875  0.53
-0.00125  0.23125  0.57
-0.00125  0.24375  0.51
-0.00125  0.25625  0.49
-0.00125  0.26875  0.54
-0.00125  0.28125  0.47
-0.00125  0.29375  0.44
-0.00125  0.30625  0.48
-0.00125  0.31875  0.48
-0.00125  0.33125  0.54
-0.00125  0.34375  0.43
-0.00125  0.35625  0.4
-0.00125  0.36875  0.4
-0.00125  0.38125  0.3
-0.00125  0.39375  0.35
-0.00125  0.40625  0.38
-0.00125  0.41875  0.29
-0.00125  0.43125  0.32
-0.00125  0.44375  0.34
-0.00125  0.45625  0.22
-0.00125  0.46875  0.28
-0.00125  0.48125  0.27
-0.00125  0.49375  0.27
0.00625  0.01875  0.51
0.00625  0.03125  0.57
0.00625  0.04375  0.56
0.00625  0.05625  0.64
0.00625  0.06875  0.66
0.00625  0.08125  0.64
0.00625  0.09375  0.72
0.00625  0.10625  0.72
0.00625  0.11875  0.68
0.00625  0.13125  0.69
0.00625  0.14375  0.73
0.00625  0.15625  0.65
0.00625  0.16875  0.65
0.00625  0.18125  0.66
0.00625  0.19375  0.64
0.00625  0.20625  0.61
0.00625  0.21875  0.6
0.00625  0.23125  0.62
0.00625  0.24375  0.61
0.00625  0.25625  0.6
0.00625  0.26875  0.51
0.00625  0.28125  0.52
0.00625  0.29375  0.57
0.00625  0.30625  0.49
0.00625  0.31875  0.5
0.00625  0.33125  0.4
0.00625  0.34375  0.46
0.00625  0.35625  0.44
0.00625  0.36875  0.45
0.00625  0.38125  0.4
0.00625  0.39375  0.38
0.00625  0.40625  0.37
0.00625  0.41875  0.34
0.00625  0.43125  0.38
0.00625  0.44375  0.36
0.00625  0.45625  0.28
0.00625  0.46875  0.33
0.00625  0.48125  0.25
0.00625  0.49375  0.25
0.01375  0.03125  0.59
0.01375  0.04375  0.64
0.01375  0.05625  0.7
0.01375  0.06875  0.73
0.01375  0.08125  0.7
0.01375  0.09375  0.73
0.01375  0.10625  0.71
0.01375  0.11875  0.74
0.01375  0.13125  0.69
0.01375  0.14375  0.65
0.01375  0.15625  0.66
0.01375  0.16875  0.72
0.01375  0.18125  0.73
0.01375  0.19375  0.66
0.01375  0.20625  0.62
0.01375  0.21875  0.65
0.01375  0.23125  0.55
0.01375  0.24375  0.59
0.01375  0.25625  0.58
0.01375  0.26875  0.57
0.01375  0.28125  0.51
0.01375  0.29375  0.53
0.01375  0.30625  0.51
0.01375  0.31875  0.48
0.01375  0.33125  0.52
0.01375  0.34375  0.47
0.01375  0.35625  0.5
0.01375  0.36875  0.45
0.01375  0.38125  0.43
0.01375  0.39375  0.44
0.01375  0.40625  0.42
0.01375  0.41875  0.4
0.01375  0.43125  0.3
0.01375  0.44375  0.32
0.01375  0.45625  0.34
0.01375  0.46875  0.36
0.01375  0.48125  0.35
0.01375  0.49375  0.31
0.02125  0.04375  0.67
0.02125  0.05625  0.7
0.02125  0.06875  0.68
0.02125  0.08125  0.76
0.02125  0.09375  0.81
0.02125  0.10625  0.78
0.02125  0.11875  0.76
0.02125  0.13125  0.79
0.02125  0.14375  0.69
0.02125  0.15625  0.72
0.02125  0.16875  0.71
0.02125  0.18125  0.73
0.02125  0.19375  0.68
0.02125  0.20625  0.71
0.02125  0.21875  0.69
0.02125  0.23125  0.68
0.02125  0.24375  0.64
0.02125  0.25625  0.57
0.02125  0.26875  0.61
0.02125  0.28125  0.59
0.02125  0.29375  0.57
0.02125  0.30625  0.49
0.02125  0.31875  0.55
0.02125  0.33125  0.54
0.02125  0.34375  0.48
0.02125  0.35625  0.51
0.02125  0.36875  0.46
0.02125  0.38125  0.43
0.02125  0.39375  0.43
0.02125  0.40625  0.37
0.02125  0.41875  0.38
0.02125  0.43125  0.32
0.02125  0.44375  0.37
0.02125  0.45625  0.31
0.02125  0.46875  0.32
0.02125  0.48125  0.3
0.02125  0.49375  0.29
0.02875  0.06875  0.77
0.02875  0.08125  0.84
0.02875  0.09375  0.81
0.02875  0.10625  0.85
0.02875  0.11875  0.82
0.02875  0.13125  0.8
0.02875  0.14375  0.84
0.02875  0.15625  0.79
0.02875  0.16875  0.85
0.02875  0.18125  0.73
0.02875  0.19375  0.73
0.02875  0.20625  0.69
0.02875  0.21875  0.73
0.02875  0.23125  0.64
0.02875  0.24375  0.72
0.02875  0.25625  0.64
0.02875  0.26875  0.65
0.02875  0.28125  0.67
0.02875  0.29375  0.65
0.02875  0.30625  0.56
0.02875  0.31875  0.52
0.02875  0.33125  0.56
0.02875  0.34375  0.42
0.02875  0.35625  0.53
0.02875  0.36875  0.45
0.02875  0.38125  0.51
0.02875  0.39375  0.4
0.02875  0.40625  0.38
0.02875  0.41875  0.4
0.02875  0.43125  0.38
0.02875  0.44375  0.37
0.02875  0.45625  0.35
0.02875  0.46875  0.31
0.02875  0.48125  0.27
0.02875  0.49375  0.31
0.03625  0.08125  0.88
0.03625  0.09375  0.87
0.03625  0.10625  0.9
0.03625  0.11875  0.88
0.03625  0.13125  0.84
0.03625  0.14375  0.86
0.03625  0.15625  0.81
0.03625  0.16875  0.81
0.03625  0.18125  0.77
0.03625  0.19375  0.77
0.03625  0.20625  0.77
0.03625  0.21875  0.78
0.03625  0.23125  0.7
0.03625  0.24375  0.74
0.03625  0.25625  0.59
0.03625  0.26875  0.63
0.03625  0.28125  0.66
0.03625  0.29375  0.6
0.03625  0.30625  0.56
0.03625  0.31875  0.57
0.03625  0.33125  0.6
0.03625  0.34375  0.51
0.03625  0.35625  0.53
0.03625  0.36875  0.54
0.03625  0.38125  0.41
0.03625  0.39375  0.48
0.03625  0.40625  0.41
0.03625  0.41875  0.42
0.03625  0.43125  0.44
0.03625  0.44375  0.44
0.03625  0.45625  0.37
0.03625  0.46875  0.37
0.03625  0.48125  0.34
0.03625  0.49375  0.32
0.04375  0.09375  0.86
0.04375  0.10625  0.93
0.04375  0.11875  0.92
0.04375  0.13125  0.85
0.04375  0.14375  0.9
0.04375  0.15625  0.86
0.04375  0.16875  0.84
0.04375  0.18125  0.83
0.04375  0.19375  0.79
0.04375  0.20625  0.76
0.04375  0.21875  0.79
0.04375  0.23125  0.8
0.04375  0.24375  0.71
0.04375  0.25625  0.72
0.04375  0.26875  0.72
0.04375  0.28125  0.75
0.04375  0.29375  0.63
0.04375  0.30625  0.63
0.04375  0.31875  0.57
0.04375  0.33125  0.62
0.04375  0.34375  0.58
0.04375  0.35625  0.46
0.04375  0.36875  0.52
0.04375  0.38125  0.52
0.04375  0.39375  0.44
0.04375  0.40625  0.4
0.04375  0.41875  0.39
0.04375  0.43125  0.41
0.04375  0.44375  0.38
0.04375  0.45625  0.37
0.04375  0.46875  0.35
0.04375  0.48125  0.29
0.04375  0.49375  0.34
0.05125  0.10625  0.93
0.05125  0.11875  0.93
0.05125  0.13125  0.93
0.05125  0.14375  0.92
0.05125  0.15625  0.86
0.05125  0.16875  0.87
0.05125  0.18125  0.88
0.05125  0.19375  0.85
0.05125  0.20625  0.78
0.05125  0.21875  0.77
0.05125  0.23125  0.77
0.05125  0.24375  0.81
0.05125  0.25625  0.72
0.05125  0.26875  0.68
0.05125  0.28125  0.61
0.05125  0.29375  0.65
0.05125  0.30625  0.74
0.05125  0.31875  0.63
0.05125  0.33125  0.65
0.05125  0.34375  0.61
0.05125  0.35625  0.59
0.05125  0.36875  0.61
0.05125  0.38125  0.58
0.05125  0.39375  0.48
0.05125  0.40625  0.52
0.05125  0.41875  0.42
0.05125  0.43125  0.36
0.05125  0.44375  0.45
0.05125  0.45625  0.45
0.05125  0.46875  0.36
0.05125  0.48125  0.33
0.05125  0.49375  0.39
0.05875  0.11875  0.96
0.05875  0.13125  0.97
0.05875  0.14375  0.95
0.05875  0.15625  0.94
0.05875  0.16875  0.94
0.05875  0.18125  0.89
0.05875  0.19375  0.88
0.05875  0.20625  0.84
0.05875  0.21875  0.86
0.05875  0.23125  0.82
0.05875  0.24375  0.74
0.05875  0.25625  0.78
0.05875  0.26875  0.72
0.05875  0.28125  0.77
0.05875  0.29375  0.68
0.05875  0.30625  0.64
0.05875  0.31875  0.7
0.05875  0.33125  0.66
0.05875  0.34375  0.59
0.05875  0.35625  0.56
0.05875  0.36875  0.56
0.05875  0.38125  0.58
0.05875  0.39375  0.49
0.05875  0.40625  0.46
0.05875  0.41875  0.44
0.05875  0.43125  0.48
0.05875  0.44375  0.4
0.05875  0.45625  0.42
0.05875  0.46875  0.43
0.05875  0.48125  0.42
0.05875  0.49375  0.4
0.06625  0.14375  0.95
0.06625  0.15625  0.95
0.06625  0.16875  0.93
0.06625  0.18125  0.91
0.06625  0.19375  0.88
0.06625  0.20625  0.87
0.06625  0.21875  0.84
0.06625  0.23125  0.86
0.06625  0.24375  0.8
0.06625  0.25625  0.78
0.06625  0.26875  0.71
0.06625  0.28125  0.77
0.06625  0.29375  0.76
0.06625  0.30625  0.66
0.06625  0.31875  0.66
0.06625  0.33125  0.62
0.06625  0.34375  0.61
0.06625  0.35625  0.52
0.06625  0.36875  0.52
0.06625  0.38125  0.55
0.06625  0.39375  0.57
0.06625  0.40625  0.51
0.06625  0.41875  0.48
0.06625  0.43125  0.51
0.06625  0.44375  0.43
0.06625  0.45625  0.4
0.06625  0.46875  0.41
0.06625  0.48125  0.36
0.06625  0.49375  0.33
0.07375  0.15625  0.96
0.07375  0.16875  0.95
0.07375  0.18125  0.93
0.07375  0.19375  0.93
0.07375  0.20625  0.9
0.07375  0.21875  0.84
0.07375  0.23125  0.79
0.07375  0.24375  0.82
0.07375  0.25625  0.8
0.07375  0.26875  0.81
0.07375  0.28125  0.71
0.07375  0.29375  0.7
0.07375  0.30625  0.65
0.07375  0.31875  0.72
0.07375  0.33125  0.6
0.07375  0.34375  0.61
0.07375  0.35625  0.64
0.07375  0.36875  0.56
0.07375  0.38125  0.56
0.07375  0.39375  0.61
0.07375  0.40625  0.59
0.07375  0.41875  0.45
0.07375  0.43125  0.47
0.07375  0.44375  0.44
0.07375  0.45625  0.41
0.07375  0.46875  0.43
0.07375  0.48125  0.38
0.07375  0.49375  0.31
0.08125  0.16875  0.96
0.08125  0.18125  0.93
0.08125  0.19375  0.93
0.08125  0.20625  0.85
0.08125  0.21875  0.85
0.08125  0.23125  0.87
0.08125  0.24375  0.85
0.08125  0.25625  0.84
0.08125  0.26875  0.78
0.08125  0.28125  0.78
0.08125  0.29375  0.74
0.08125  0.30625  0.67
0.08125  0.31875  0.68
0.08125  0.33125  0.73
0.08125  0.34375  0.62
0.08125  0.35625  0.6
0.08125  0.36875  0.59
0.08125  0.38125  0.51
0.08125  0.39375  0.52
0.08125  0.40625  0.45
0.08125  0.41875  0.44
0.08125  0.43125  0.43
0.08125  0.44375  0.48
0.08125  0.45625  0.35
0.08125  0.46875  0.41
0.08125  0.48125  0.4
0.08125  0.49375  0.35
0.08875  0.18125  0.9
0.08875  0.19375  0.86
0.08875  0.20625  0.88
0.08875  0.21875  0.87
0.08875  0.23125  0.85
0.08875  0.24375  0.78
0.08875  0.25625  0.81
0.08875  0.26875  0.77
0.08875  0.28125  0.75
0.08875  0.29375  0.78
0.08875  0.30625  0.66
0.08875  0.31875  0.7
0.08875  0.33125  0.71
0.08875  0.34375  0.68
0.08875  0.35625  0.67
0.08875  0.36875  0.58
0.08875  0.38125  0.55
0.08875  0.39375  0.52
0.08875  0.40625  0.5
0.08875  0.41875  0.49
0.08875  0.43125  0.49
0.08875  0.44375  0.46
0.08875  0.45625  0.41
0.08875  0.46875  0.44
0.08875  0.48125  0.41
0.08875  0.49375  0.35
0.09625  0.19375  0.89
0.09625  0.20625  0.87
0.09625  0.21875  0.86
0.09625  0.23125  0.83
0.09625  0.24375  0.81
0.09625  0.25625  0.79
0.09625  0.26875  0.81
0.09625  0.28125  0.79
0.09625  0.29375  0.78
0.09625  0.30625  0.71
0.09625  0.31875  0.69
0.09625  0.33125  0.68
0.09625  0.34375  0.64
0.09625  0.35625  0.63
0.09625  0.36875  0.53
0.09625  0.38125  0.58
0.09625  0.39375  0.57
0.09625  0.40625  0.57
0.09625  0.41875  0.52
0.09625  0.43125  0.47
0.09625  0.44375  0.46
0.09625  0.45625  0.44
0.09625  0.46875  0.47
0.09625  0.48125  0.37
0.09625  0.49375  0.43
0.10375  0.21875  0.8
0.10375  0.23125  0.83
0.10375  0.24375  0.8
0.10375  0.25625  0.79
0.10375  0.26875  0.76
0.10375  0.28125  0.73
0.10375  0.29375  0.73
0.10375  0.30625  0.72
0.10375  0.31875  0.62
0.10375  0.33125  0.64
0.10375  0.34375  0.7
0.10375  0.35625  0.6
0.10375  0.36875  0.59
0.10375  0.38125  0.6
0.10375  0.39375  0.49
0.10375  0.40625  0.59
0.10375  0.41875  0.53
0.10375  0.43125  0.48
0.10375  0.44375  0.47
0.10375  0.45625  0.41
0.10375  0.46875  0.39
0.10375  0.48125  0.4
0.10375  0.49375  0.4
0.11125  0.23125  0.77
0.11125  0.24375  0.74
0.11125  0.25625  0.8
0.11125  0.26875  0.7
0.11125  0.28125  0.75
0.11125  0.29375  0.74
0.11125  0.30625  0.7
0.11125  0.31875  0.73
0.11125  0.33125  0.63
0.11125  0.34375  0.63
0.11125  0.35625  0.65
0.11125  0.36875  0.69
0.11125  0.38125  0.55
0.11125  0.39375  0.6
0.11125  0.40625  0.57
0.11125  0.41875  0.56
0.11125  0.43125  0.45
0.11125  0.44375  0.55
0.11125  0.45625  0.35
0.11125  0.46875  0.36
0.11125  0.48125  0.47
0.11125  0.49375  0.36
0.11875  0.24375  0.77
0.11875  0.25625  0.73
0.11875  0.26875  0.7
0.11875  0.28125  0.72
0.11875  0.29375  0.69
0.11875  0.30625  0.64
0.11875  0.31875  0.72
0.11875  0.33125  0.62
0.11875  0.34375  0.58
0.11875  0.35625  0.63
0.11875  0.36875  0.53
0.11875  0.38125  0.53
0.11875  0.39375  0.52
0.11875  0.40625  0.59
0.11875  0.41875  0.47
0.11875  0.43125  0.51
0.11875  0.44375  0.45
0.11875  0.45625  0.43
0.11875  0.46875  0.36
0.11875  0.48125  0.39
0.11875  0.49375  0.38
0.12625  0.25625  0.7
0.12625  0.26875  0.69
0.12625  0.28125  0.68
0.12625  0.29375  0.64
0.12625  0.30625  0.65
0.12625  0.31875  0.65
0.12625  0.33125  0.6
0.12625  0.34375  0.68
0.12625  0.35625  0.55
0.12625  0.36875  0.58
0.12625  0.38125  0.57
0.12625  0.39375  0.49
0.12625  0.40625  0.55
0.12625  0.41875  0.49
0.12625  0.43125  0.49
0.12625  0.44375  0.45
0.12625  0.45625  0.51
0.12625  0.46875  0.48
0.12625  0.48125  0.42
0.12625  0.49375  0.4
0.13375  0.26875  0.57
0.13375  0.28125  0.65
0.13375  0.29375  0.67
0.13375  0.30625  0.69
0.13375  0.31875  0.6
0.13375  0.33125  0.6
0.13375  0.34375  0.64
0.13375  0.35625  0.6
0.13375  0.36875  0.55
0.13375  0.38125  0.53
0.13375  0.39375  0.61
0.13375  0.40625  0.55
0.13375  0.41875  0.45
0.13375  0.43125  0.49
0.13375  0.44375  0.47
0.13375  0.45625  0.39
0.13375  0.46875  0.46
0.13375  0.48125  0.34
0.13375  0.49375  0.35
0.14125  0.29375  0.69
0.14125  0.30625  0.57
0.14125  0.31875  0.57
0.14125  0.33125  0.61
0.14125  0.34375  0.62
0.14125  0.35625  0.57
0.14125  0.36875  0.54
0.14125  0.38125  0.57
0.14125  0.39375  0.53
0.14125  0.40625  0.46
0.14125  0.41875  0.42
0.14125  0.43125  0.51
0.14125  0.44375  0.43
0.14125  0.45625  0.36
0.14125  0.46875  0.44
0.14125  0.48125  0.41
0.14125  0.49375  0.41
0.14875  0.30625  0.53
0.14875  0.31875  0.54
0.14875  0.33125  0.53
0.14875  0.34375  0.53
0.14875  0.35625  0.52
0.14875  0.36875  0.47
0.14875  0.38125  0.56
0.14875  0.39375  0.44
0.14875  0.40625  0.51
0.14875  0.41875  0.45
0.14875  0.43125  0.42
0.14875  0.44375  0.41
0.14875  0.45625  0.4
0.14875  0.46875  0.34
0.14875  0.48125  0.36
0.14875  0.49375  0.36
0.15625  0.31875  0.54
0.15625  0.33125  0.49
0.15625  0.34375  0.48
0.15625  0.35625  0.5
0.15625  0.36875  0.48
0.15625  0.38125  0.45
0.15625  0.39375  0.39
0.15625  0.40625  0.37
0.15625  0.41875  0.45
0.15625  0.43125  0.41
0.15625  0.44375  0.42
0.15625  0.45625  0.42
0.15625  0.46875  0.41
0.15625  0.48125  0.37
0.15625  0.49375  0.36
0.16375  0.33125  0.53
0.16375  0.34375  0.45
0.16375  0.35625  0.47
0.16375  0.36875  0.42
0.16375  0.38125  0.43
0.16375  0.39375  0.46
0.16375  0.40625  0.49
0.16375  0.41875  0.31
0.16375  0.43125  0.41
0.16375  0.44375  0.39
0.16375  0.45625  0.38
0.16375  0.46875  0.33
0.16375  0.48125  0.33
0.16375  0.49375  0.26
0.17125  0.34375  0.46
0.17125  0.35625  0.49
0.17125  0.36875  0.41
0.17125  0.38125  0.44
0.17125  0.39375  0.41
0.17125  0.40625  0.37
0.17125  0.41875  0.37
0.17125  0.43125  0.44
0.17125  0.44375  0.4
0.17125  0.45625  0.35
0.17125  0.46875  0.27
0.17125  0.48125  0.27
0.17125  0.49375  0.3
0.17875  0.36875  0.46
0.17875  0.38125  0.27
0.17875  0.39375  0.33
0.17875  0.40625  0.41
0.17875  0.41875  0.37
0.17875  0.43125  0.4
0.17875  0.44375  0.43
0.17875  0.45625  0.36
0.17875  0.46875  0.31
0.17875  0.48125  0.36
0.17875  0.49375  0.24
0.18625  0.38125  0.39
0.18625  0.39375  0.37
0.18625  0.40625  0.34
0.18625  0.41875  0.37
0.18625  0.43125  0.36
0.18625  0.44375  0.32
0.18625  0.45625  0.3
0.18625  0.46875  0.36
0.18625  0.48125  0.28
0.18625  0.49375  0.29
0.19375  0.39375  0.33
0.19375  0.40625  0.32
0.19375  0.41875  0.31
0.19375  0.43125  0.33
0.19375  0.44375  0.39
0.19375  0.45625  0.3
0.19375  0.46875  0.3
0.19375  0.48125  0.24
0.19375  0.49375  0.25
0.20125  0.40625  0.33
0.20125  0.41875  0.33
0.20125  0.43125  0.31
0.20125  0.44375  0.3
0.20125  0.45625  0.3
0.20125  0.46875  0.25
0.20125  0.48125  0.29
0.20125  0.49375  0.28
0.20875  0.41875  0.32
0.20875  0.43125  0.33
0.20875  0.44375  0.32
0.20875  0.45625  0.28
0.20875  0.46875  0.24
0.20875  0.48125  0.25
0.20875  0.49375  0.23
0.21625  0.44375  0.23
0.21625  0.45625  0.19
0.21625  0.46875  0.23
0.21625  0.48125  0.27
0.21625  0.49375  0.27
0.22375  0.45625  0.23
0.22375  0.46875  0.26
0.22375  0.48125  0.27
0.22375  0.49375  0.21
0.23125  0.46875  0.16
0.23125  0.48125  0.26
0.23125  0.49375  0.23
0.23875  0.48125  0.19
0.23875  0.49375  0.16
0.24625  0.49375  0.16
